Date,Open,High,Low,Close,Volume,weekday,is_monday,is_friday,week,year,sma_20,sma_50,ema_50,ema_200,rsi,atr,adx,adx_prev,avg_volume_20,dist_ema50,rsi_slope,volatility,vol_contraction,breakout
2020-05-28,101.75,101.75,98.0250015258789,99.6750030517578,24695246.0,3,0,0,22,2020,93.78250007629394,92.39949996948242,94.03862459583067,96.81104261385468,62.96102109410046,3.9082145591,378.1327953177342,371.0744365160557,13513904.2,0.059936844888488786,14.375031287472439,0.03920957551484196,True,False
2020-05-29,99.6750030517578,107.4499969482422,98.0749969482422,106.4000015258789,61260422.0,4,0,1,22,2020,94.58625030517578,92.53649993896484,94.52338447544041,96.90645514034249,71.96369170807029,4.29869923345,370.2157268744988,378.1327953177342,16073896.2,0.12564739525936405,18.32492159200668,0.04040130800566256,True,True
2020-06-01,107.75,110.5,106.6999969482422,107.5250015258789,26749248.0,0,1,0,23,2020,95.18875045776367,92.71300003051758,95.03325181075172,97.01211231830803,73.13985007724673,4.2845063220693635,580.7758722010888,370.2157268744988,16527965.9,0.13144609362629336,19.637533141196414,0.03984660554539194,True,True
2020-06-02,107.5500030517578,109.2750015258789,105.4749984741211,107.9250030517578,12812554.0,1,0,0,23,2020,95.83375053405761,93.07400009155273,95.53881068294804,97.12069829575529,73.5644954432698,4.249898945618539,776.2960071472087,580.7758722010888,16311556.6,0.1296456621164583,20.353710393112856,0.03937826106505095,True,False
2020-06-03,108.0500030517578,108.7249984741211,105.2750015258789,105.6750030517578,16844202.0,2,0,0,23,2020,96.51250076293945,93.45650009155274,95.93630842290138,97.20581575601402,67.13505930272578,4.192763088663085,957.8504181686055,776.2960071472087,16460527.8,0.10151208430833947,1.4054596079803332,0.03967601578028384,True,False
2020-06-04,105.6750030517578,109.9749984741211,105.0749969482422,108.125,14794936.0,3,0,0,23,2020,97.24250068664551,93.91950012207032,96.41429632788564,97.31446435545666,70.19020116114962,4.243280119892786,988.3917993511839,957.8504181686055,16655995.6,0.1214623154255943,7.229180067049157,0.03924420920132056,True,False
2020-06-05,110.0,110.125,107.5,109.375,14491168.0,4,0,1,23,2020,98.10875053405762,94.48350006103516,96.92255921698816,97.43446968525312,71.6388131705973,4.1276886827575865,494.0797385917984,988.3917993511839,16810447.1,0.12847824988951828,-0.32487853747298345,0.03773886795664079,True,False
2020-06-08,109.5,113.6500015258789,107.9250030517578,113.2249984741211,24427392.0,0,1,0,24,2020,99.17000045776368,94.95600006103516,97.56187056040514,97.59158937469459,75.57568016138218,4.241782239283553,530.1281422894783,494.0797385917984,17620449.5,0.16054558839170857,2.4358300841354463,0.03746330135966451,True,True
2020-06-09,112.0500030517578,113.1500015258789,108.5749969482422,109.1750030517578,15690504.0,1,0,0,24,2020,100.01125068664551,95.43800018310547,98.01728752085033,97.70684722222757,65.30597618409908,4.270940759754648,586.8025729626645,530.1281422894783,17965591.4,0.11383415939289268,-8.258519259170725,0.03912013410001808,True,False
2020-06-10,110.0,110.5250015258789,107.8000030517578,108.5,14787292.0,2,0,0,24,2020,100.76000061035157,95.84450012207031,98.42837428473855,97.81424177723028,63.75108735001539,4.160516310780824,639.4288300163373,586.8025729626645,18353415.1,0.10232441395532697,-3.3839719527103895,0.03834577244959284,True,False
2020-06-11,108.5,108.8249969482422,106.1750030517578,106.4499969482422,12497490.0,3,0,0,24,2020,101.34000053405762,96.22700012207031,98.74294772252301,97.90016968937967,59.145337091181325,4.052621852616793,688.2960687090336,639.4288300163373,18450241.2,0.07805164220311432,-11.044864069968291,0.038070661989659305,True,False
2020-06-12,104.0,104.75,103.1500015258789,103.9499969482422,12418688.0,4,0,1,24,2020,101.88750038146972,96.48,98.94714573137475,97.96036697553751,54.019837033359984,3.998862821884401,733.6727903522516,688.2960687090336,18554955.9,0.05056084417482213,-17.61897613723732,0.03846909994500026,True,False
2020-06-15,105.9749984741211,108.9499969482422,104.0749969482422,106.9000015258789,28511450.0,0,1,0,25,2020,102.63750038146972,96.78300003051758,99.25902242919845,98.0493185631031,58.581067320321885,4.070372620321229,712.8966516887629,733.6727903522516,19638076.9,0.07698019696023876,-16.994612841060295,0.038076450535277605,True,False
2020-06-16,108.7249984741211,108.9499969482422,104.8000030517578,106.1999969482422,15921712.0,1,0,0,25,2020,103.39250030517579,97.06550003051758,99.53121750837664,98.13041984056717,57.13276375431878,4.076059854332884,699.5943569176349,712.8966516887629,19711438.2,0.06700188751638961,-8.1732124297803,0.038380979015652884,True,False
2020-06-17,106.0,109.375,105.5250015258789,108.9000015258789,27938908.0,2,0,0,25,2020,104.22750053405761,97.27650009155273,99.89862080318066,98.23757985733644,61.12503995169983,4.059912612889185,696.1755251324406,699.5943569176349,20534050.2,0.0901051551095253,-2.6260473983155563,0.0372811070340012,True,False
2020-06-18,108.4000015258789,109.6500015258789,107.3249969482422,109.0749969482422,12408426.0,3,0,0,25,2020,105.05750045776367,97.56300003051757,100.2584786912223,98.34541485326586,61.37611176429008,3.935990610371151,754.4348718281701,696.1755251324406,20383686.2,0.08793788188401666,2.2307746731087548,0.03608517735956335,True,False
2020-06-19,109.0,112.0500030517578,107.5,111.0250015258789,22447354.0,4,0,1,25,2020,105.88125038146973,97.98350006103516,100.68069527297354,98.47157989478441,64.15428234370691,3.9798486418987684,745.8464875476767,754.4348718281701,20793142.4,0.10274369108058959,10.134445310346926,0.03584641825896397,True,False
2020-06-22,110.5749969482422,110.875,108.4000015258789,109.0250015258789,12961806.0,0,1,0,26,2020,106.60750045776368,98.24500015258789,101.0079229691659,98.57658906524307,59.432500005350825,3.8830737389059995,755.4495125614646,745.8464875476767,20982350.1,0.0793707891524542,0.8514326850289393,0.035616360326161396,True,False
2020-06-23,107.5,111.1500015258789,106.5,110.3000030517578,14850298.0,1,0,0,26,2020,107.40250053405762,98.5220002746582,101.37231826652244,98.69323995068103,61.383762347241756,3.93785429511835,758.8299383904482,755.4495125614646,21133751.6,0.08806827088400195,4.250998592922976,0.03570130721819227,True,False
2020-06-24,112.0,112.0,108.7750015258789,109.0999984741211,16492172.0,2,0,0,26,2020,107.82625045776368,98.7370002746582,101.67536454917338,98.79678978673516,58.53028180813331,3.8869360221899747,1258.3063790937442,758.8299383904482,20150063.4,0.07302293881972687,-2.594758143566523,0.03562727842853242,True,False
2020-06-25,108.4749984741211,111.0,107.6500015258789,109.0999984741211,10193692.0,3,0,0,26,2020,108.29750022888183,99.0270002746582,101.96652666387722,98.89930927616189,58.53028180813331,3.8485833401850544,1722.1059311753725,1258.3063790937442,19424985.7,0.06995895656776341,-2.84582995615677,0.035275741466650454,True,False
2020-06-26,109.6500015258789,115.0,109.1500015258789,112.7249984741211,38389012.0,4,0,1,26,2020,108.61375007629394,99.41600021362305,102.38842751918091,99.03687832290775,64.33818454044777,3.995113210591758,1638.976884323399,1722.1059311753725,18281415.2,0.10095448485136455,0.18390219674085984,0.035441235437310196,True,False
2020-06-29,111.0250015258789,112.9499969482422,109.3499984741211,109.8499984741211,13374148.0,0,1,0,27,2020,108.72999992370606,99.73450012207032,102.68103814486483,99.14447155824321,57.46431895123478,3.9668907294152835,1564.2927689330209,1638.976884323399,17612660.2,0.06981776244940305,-1.9681810541160445,0.036111886977857534,True,False
2020-06-30,109.8000030517578,110.9749984741211,109.0,109.8249969482422,11001386.0,1,0,0,27,2020,108.82499961853027,100.06100006103516,102.9611933920561,99.25074544272083,57.40687960023957,3.8246127111799844,1494.943233213384,1564.2927689330209,17522101.8,0.06666398601315815,-3.976882747002186,0.03482461022040756,True,False
2020-07-01,110.5,111.1999969482422,109.1750030517578,109.5250015258789,7905234.0,2,0,0,27,2020,109.01749954223632,100.44050003051758,103.21859763259818,99.35297684653335,56.67484035956823,3.6960685101303,1428.2549364959825,1494.943233213384,17075153.4,0.06109755449040379,-1.855441448565081,0.03374634520554635,True,False
2020-07-02,110.5,112.7249984741211,109.7750015258789,112.0999984741211,14359882.0,3,0,0,27,2020,109.21624946594238,100.90199996948242,103.5668878616775,99.47981288262876,61.243245362850445,3.6606348271382925,1355.7225101683248,1428.2549364959825,17053400.7,0.08239226637610562,2.7129635547171347,0.03265508364822476,True,False
