Date,Close,prob_up
2024-01-01,330.29998779296875,0.36690203933160354
2024-01-02,329.8500061035156,0.3700750399476087
2024-01-03,326.70001220703125,0.33977665433896737
2024-01-04,337.8500061035156,0.29637768697702904
2024-01-05,340.75,0.28682027206405303
2024-01-08,338.95001220703125,0.2989824666923382
2024-01-09,340.20001220703125,0.29559779897166694
2024-01-10,346.45001220703125,0.2753161103029286
2024-01-11,357.29998779296875,0.4693188374254165
2024-01-12,357.75,0.24478064251775855
2024-01-15,358.8999938964844,0.24295872229470317
2024-01-16,353.45001220703125,0.27644327102782607
2024-01-17,348.79998779296875,0.3048890186573258
2024-01-18,345.54998779296875,0.32367255846345977
2024-01-19,348.6499938964844,0.31155470651393125
2024-01-23,346.20001220703125,0.37651913743189125
2024-01-24,356.95001220703125,0.3313992651599559
2024-01-25,365.1000061035156,0.30460730374160144
2024-01-29,381.8999938964844,0.4887491141613253
2024-01-30,383.25,0.25700328254254784
2024-01-31,389.75,0.20452025031324983
2024-02-01,388.8500061035156,0.20910250627705151
2024-02-02,389.7999877929688,0.2080810435251708
2024-02-05,394.0,0.20001694702803433
2024-02-06,392.9500122070313,0.20603283544883388
2024-02-07,395.1499938964844,0.2020740293498993
2024-02-08,407.3999938964844,0.37518207053531544
2024-02-09,392.1000061035156,0.2926555489794254
2024-02-12,361.7000122070313,0.4175868723281236
2024-02-13,365.0499877929688,0.4048869989573355
2024-02-14,373.7000122070313,0.37250995995283576
2024-02-15,378.8500061035156,0.3554612603544991
2024-02-16,376.2999877929688,0.3676545560252341
2024-02-19,380.5,0.35466204127554324
2024-02-20,378.9500122070313,0.3621287561603764
2024-02-21,375.4500122070313,0.3773411196463213
2024-02-22,377.8999938964844,0.36760568106812713
2024-02-23,378.3999938964844,0.315518866372009
2024-02-26,378.3999938964844,0.31642028984927667
2024-02-27,375.5499877929688,0.33071740360715896
2024-02-28,365.75,0.3748168699783652
2024-02-29,371.75,0.34636876246759296
2024-03-01,377.3999938964844,0.3226947721773168
2024-03-04,391.75,0.27230459200375223
2024-03-05,396.1499938964844,0.2600011732261354
2024-03-06,394.9500122070313,0.26531168374791797
2024-03-07,425.25,0.3986458822497809
2024-03-11,413.1499938964844,0.2771450497157056
2024-03-12,396.1000061035156,0.3357500929151121
2024-03-13,371.9500122070313,0.4092156593190139
2024-03-14,384.4500122070313,0.36906757923287964
2024-03-15,380.75,0.3791833332094948
2024-03-18,392.75,0.344093846902825
2024-03-19,383.25,0.37400846526529347
