Date,Open,High,Low,Close,Volume,weekday,is_monday,is_friday,week,year,ema_50,ema_200,rsi,atr,adx,sma_20,sma_50,adx_prev,volume_sma20,avg_volume_20,dist_ema50,rsi_slope,volatility,vol_contraction,breakout
2020-10-15,1180.0,1186.0,1092.5,1108.25,44288251.0,3,0,0,42,2020,1013.2083796039926,980.7979099461334,63.42099670154755,34.38424736125915,310.2184443111089,1049.4550079345704,988.7840026855469,305.38482844443365,14256257.65,14256257.65,0.09380263952530073,-8.542059586824124,0.031025713838266772,False,False
2020-10-16,1113.8499755859375,1135.949951171875,1096.9000244140625,1127.5,18365685.0,4,0,1,42,2020,1017.6904039332479,982.2576322352267,66.40102266464619,34.71751017529868,318.0983588207642,1055.2800079345702,991.9170031738281,310.2184443111089,14393129.85,14393129.85,0.1079007875502722,-7.4682068471932865,0.030791583304034306,False,False
2020-10-19,1135.0,1139.0,1115.300048828125,1125.9000244140625,12902123.0,0,1,0,43,2020,1021.9339184619074,983.6869097693444,65.92032190885698,33.93054167505413,356.0863312308936,1061.4675079345702,995.4170031738281,318.0983588207642,14393354.35,14393354.35,0.1017346660815725,-11.18614096046052,0.030136371737545846,False,False
2020-10-20,1118.9000244140625,1144.699951171875,1110.0,1137.5,10448776.0,1,0,0,43,2020,1026.4659216594796,985.2173882791022,67.74356591490186,33.98549949625562,379.80091471564975,1067.8475067138672,999.1400036621094,356.0863312308936,14208761.3,14208761.3,0.10817122711781066,-12.095254395704174,0.029877362194510437,False,False
2020-10-21,1141.1500244140625,1154.3499755859375,1135.0,1148.3499755859375,19811433.0,2,0,0,43,2020,1031.245688480125,986.8405981030509,69.392969290523,32.940104931232895,-2565.7556703049117,1074.8900054931642,1003.1380029296874,379.80091471564975,14568044.85,14568044.85,0.11355614710826448,-2.923140555216989,0.028684726461047243,False,False
2020-10-22,1142.0,1158.0,1123.800048828125,1129.050048828125,11271335.0,3,0,0,43,2020,1035.0811535918112,988.2556175132507,63.20207427476386,33.030093948421616,-1973.968516197478,1080.3550079345703,1006.6200036621094,-2565.7556703049117,14457301.4,14457301.4,0.09078408481328683,-0.218922426783692,0.029254765085661653,False,False
2020-10-23,1133.0,1135.0,1120.1500244140625,1122.5,9069862.0,4,0,1,43,2020,1038.5093436470345,989.591382513119,61.20631675750835,31.731514065387035,-1424.4518730977181,1087.7100067138672,1010.0460034179688,-1973.968516197478,14189422.9,14189422.9,0.08087616819893728,-5.194705907137845,0.028268609412371522,False,False
2020-10-26,1122.25,1129.5999755859375,1103.1500244140625,1112.449951171875,6309368.0,0,1,0,44,2020,1041.4089753146754,990.8138558331067,58.17108456041372,31.354259572993318,-914.1864187907986,1092.7600036621093,1013.2230029296875,-1424.4518730977181,13839337.4,13839337.4,0.06821621240179306,-7.749237348443259,0.028184872083426467,False,False
2020-10-27,1105.699951171875,1109.699951171875,1077.1500244140625,1090.8499755859375,10172479.0,1,0,0,44,2020,1043.3478380704112,991.8092401092543,52.18168179308496,31.636092943337545,-440.3684969343725,1096.7825012207031,1015.8900024414063,-914.1864187907986,13920235.05,13920235.05,0.045528572334397846,-15.561884121816902,0.02900132341878138,False,False
2020-10-28,1095.5,1104.75,1070.050048828125,1076.550048828125,7608392.0,2,0,0,44,2020,1044.6498855511059,992.6524322358102,48.61310570211768,31.85493995966165,-0.3947123534063053,1100.1600036621094,1018.0700036621093,-440.3684969343725,13865231.5,13865231.5,0.030536702983689306,-20.77986358840532,0.02958983652858243,False,False
2020-10-29,1070.0,1082.0,1060.0999755859375,1074.8499755859375,6935616.0,3,0,0,44,2020,1045.8342028073737,993.4703182392941,48.19115402444332,31.143874563547428,408.1523733289186,1103.4900024414062,1020.3810034179687,-0.3947123534063053,13809571.45,13809571.45,0.02774414214095852,-15.010920250320538,0.028975089799457673,False,False
2020-10-30,1072.0,1083.5999755859375,1052.3499755859375,1060.5999755859375,8800386.0,4,0,1,44,2020,1046.4132527202587,994.1382750288129,44.6896979259949,31.15145495186547,611.9370237245637,1105.6375,1022.4900024414062,408.1523733289186,13971422.85,13971422.85,0.01355747629227646,-16.516618831513448,0.02937154032523486,False,False
2020-11-02,1065.0,1079.949951171875,1051.0999755859375,1072.300048828125,7183119.0,0,1,0,45,2020,1047.4284211950771,994.9160041213435,48.02860355863644,30.9870635685849,801.1656276633767,1106.8175048828125,1024.9600036621093,611.9370237245637,13619953.35,13619953.35,0.023745419858542942,-10.142481001777277,0.02889775450672548,False,False
2020-11-03,1072.0,1079.4000244140625,1057.5,1062.550048828125,7204782.0,1,0,0,45,2020,1048.0214262002949,995.5889796905652,45.560370956083126,30.337989343261874,503.5667312710137,1107.1575073242188,1027.2630041503905,801.1656276633767,13525651.5,13525651.5,0.013862906105369525,-6.621310837001836,0.028552056796497555,False,False
