Date,Open,High,Low,Close,Volume,weekday,is_monday,is_friday,week,year,ema_50,ema_200,rsi,atr,adx,sma_20,sma_50,adx_prev,volume_sma20,avg_volume_20,dist_ema50,rsi_slope,volatility,vol_contraction,breakout
2020-10-15,161.4808807373047,161.57717895507812,158.4477081298828,158.9291534423828,28161148.0,3,0,0,42,2020,173.5575963660597,183.23879863934874,33.11735479350867,4.0473454919321865,360.46890238618175,164.73313217163087,177.34491455078125,376.53140798154044,30672247.7,30672247.7,-0.08428581191469861,2.4461390333823942,0.025466350284181725,False,False
2020-10-16,159.3624725341797,160.6142578125,157.7255096435547,159.5550537109375,21006060.0,4,0,1,42,2020,173.008477046251,183.0031394858322,34.66989160988028,3.964588540290267,345.553718619063,164.11205139160157,176.77390563964843,360.46890238618175,29960544.05,29960544.05,-0.07776164246401022,2.126629935005539,0.024847777917914326,True,False
2020-10-19,160.6142578125,162.63638305664062,159.98837280273438,162.01048278808594,19748904.0,0,1,0,43,2020,172.57718315377392,182.79425732963574,40.50459559159559,3.9014985978197574,341.79692674354743,163.58966979980468,176.23852478027345,345.553718619063,29401498.6,29401498.6,-0.061228837860174024,-2.3629898821804716,0.024081766381271897,True,False
2020-10-20,161.76976013183594,162.0586395263672,160.51797485351562,161.2401580810547,16770677.0,1,0,0,43,2020,172.13259393523592,182.57978868039615,39.318198227971806,3.732867603179172,342.93554621736223,163.19005966186523,175.63381408691407,341.79692674354743,28999459.9,28999459.9,-0.06327933371107773,-0.4596101441614522,0.02315097955499818,True,False
2020-10-21,161.91419982910156,162.63638305664062,160.4216766357422,161.4327392578125,17113482.0,2,0,0,43,2020,171.71299179102323,182.3693702781814,39.792983969355895,3.624427518730548,341.0059157708126,162.87470474243165,174.9520700073242,342.93554621736223,28892998.05,28892998.05,-0.05986881030948386,3.2654151143198433,0.02245162620292429,True,False
2020-10-22,161.33645629882812,162.82896423339844,160.8068389892578,162.2993621826172,22893091.0,3,0,0,43,2020,171.34382984559554,182.16966870509123,41.992486523155726,3.509977356259839,343.13095306383457,162.68452911376954,174.26551147460938,341.0059157708126,26829426.35,26829426.35,-0.0527854879345738,8.875131729647059,0.021626562846935017,True,False
2020-10-23,162.6845245361328,164.65850830078125,161.52903747558594,164.4177703857422,20921450.0,4,0,1,43,2020,171.07221967069933,181.9930329009186,47.08166517455498,3.4827983183266586,337.31450552699835,162.88674087524413,173.67428131103514,343.13095306383457,26240549.45,26240549.45,-0.038898479821951416,12.411773564674697,0.021182614933626887,True,False
2020-10-26,165.1399688720703,165.2362518310547,162.01048278808594,162.2993621826172,16699886.0,0,1,0,44,2020,170.7281860437157,181.79707597834846,43.01731233673839,3.4644390843725223,330.5220321909538,162.78082046508788,173.13793762207033,337.31450552699835,25693006.85,25693006.85,-0.04936984370548097,2.5127167451428036,0.021345980894702344,True,False
2020-10-27,162.251220703125,163.02154541015625,160.5661163330078,160.9994354248047,47652264.0,1,0,0,44,2020,170.34666641160157,181.5901342812983,40.6957388073462,3.3923669409993735,324.2147355217695,162.48713150024415,172.53033813476563,330.5220321909538,26871223.4,26871223.4,-0.054871816300834216,1.3775405793743971,0.02107067600608941,True,False
2020-10-28,162.251220703125,162.251220703125,158.88101196289062,159.3624725341797,17468592.0,2,0,0,44,2020,169.9159137105262,181.36896351764537,37.92039579547003,3.3907842123733025,318.3579600432413,162.29936294555665,171.8938510131836,324.2147355217695,26414536.7,26414536.7,-0.062109786810938025,-1.872588173885866,0.021277181248841724,True,False
2020-10-29,158.88101196289062,159.79579162597656,157.38848876953125,157.77366638183594,21816186.0,3,0,0,44,2020,169.4397471486168,181.13418444166717,35.39718672087416,3.320535544092732,312.91952567032223,161.92141876220703,171.22751373291015,318.3579600432413,26545677.45,26545677.45,-0.06885090991400294,-6.595299802281566,0.021046196239469635,True,False
2020-10-30,157.91810607910156,160.6142578125,157.29220581054688,159.1217498779297,16976909.0,4,0,1,44,2020,169.03511980466826,180.915155242028,39.0999712160954,3.3206438625113317,305.9729260760102,161.65180282592775,170.63917266845704,312.91952567032223,26368658.15,26368658.15,-0.05864680628613835,-7.98169395845958,0.02086857305842077,True,False
2020-11-02,160.6142578125,160.9994354248047,158.35140991210938,160.5661163330078,14924105.0,0,1,0,45,2020,168.7030020214659,180.7126772429333,42.8776771658353,3.2725996946673304,307.45303242359086,161.53143844604492,170.0604605102539,305.9729260760102,25853125.05,25853125.05,-0.04823201478905951,-0.13963517090309097,0.020381633244962387,True,False
2020-11-03,160.9994354248047,164.4177703857422,160.90313720703125,163.79188537597656,23473408.0,1,0,0,45,2020,168.51040921183886,180.5443111547049,50.2935750384419,3.313960720243548,299.9209205722826,161.54106750488282,169.54818969726563,307.45303242359086,25890392.75,25890392.75,-0.02800137901232273,9.597836231095698,0.020232752755953126,True,False
2020-11-04,163.74374389648438,165.4288330078125,161.96234130859375,163.5030059814453,19533203.0,2,0,0,45,2020,168.31404045770577,180.37474592910033,49.67165508483528,3.3248557901703486,297.7763031909852,161.55551147460938,169.05517700195313,299.9209205722826,26021363.75,26021363.75,-0.02858367883735394,11.751259289365251,0.020335135554313055,True,False
2020-11-05,164.89923095703125,168.51016235351562,163.88816833496094,168.26943969726562,28037401.0,3,0,0,45,2020,168.31229140827676,180.25429512082337,58.73802904081346,3.4450201174489177,290.7699309334887,161.9214195251465,168.66615936279297,297.7763031909852,26099019.35,26099019.35,-0.0002545964448145548,23.3408423199393,0.020473236992093576,True,False
2020-11-06,169.9545440673828,170.6285858154297,166.96949768066406,167.4990997314453,35571152.0,4,0,1,45,2020,168.2804015385971,180.1273777537649,56.95233890574084,3.460310690114397,301.43003467896295,162.21510848999023,168.27521575927733,290.7699309334887,26715830.0,26715830.0,-0.004642856803337117,17.85236768964544,0.02065868231926251,True,False
2020-11-09,167.4990997314453,170.72486877441406,165.47698974609375,166.39175415039062,36645472.0,0,1,0,46,2020,168.20633693513804,179.99070488208955,54.39250819029353,3.587994142843391,310.6905464335544,162.2439956665039,167.83708923339844,301.43003467896295,25108007.4,25108007.4,-0.010787838423989553,11.514831024458232,0.02156353336836895,True,False
2020-11-10,168.51016235351562,172.8914337158203,165.47698974609375,171.73593139648438,59672371.0,1,0,0,46,2020,168.34475240421045,179.90856783248154,63.0290946885226,3.8613119876207604,310.0895998419419,162.6387908935547,167.59154571533202,310.6905464335544,26238690.55,26238690.55,0.020144251269153937,12.735519650080697,0.02248400760529375,False,True
2020-11-11,172.9395751953125,179.00595092773438,171.97666931152344,178.42819213867188,65757234.0,2,0,0,46,2020,168.74018141340503,179.89383772607547,70.54996964657033,4.104791097879992,168.93613868503772,163.48134155273436,167.49717987060546,310.0895998419419,27542149.75,27542149.75,0.05741377450301364,20.878314561735053,0.023005283238479522,False,True
2020-11-12,178.3319091796875,181.7502593994141,177.03196716308594,181.028060913086,48153554.0,3,0,0,46,2020,169.2220590408435,179.9051235289313,72.8598220580171,4.148612607769146,127.78588875495653,164.58628692626954,167.4326644897461,168.93613868503772,28541770.05,28541770.05,0.0697663291603903,14.121793017203643,0.022916958767850642,False,True
2020-11-13,180.2577362060547,181.79840087890625,178.66893005371094,180.16143798828125,29284742.0,4,0,1,46,2020,169.6510542936842,179.90767392156167,70.86459992878244,4.07581676615673,94.37874167575009,165.61660614013672,167.34600219726562,127.78588875495653,28955704.15,28955704.15,0.06195295241963209,13.912261023041602,0.0226231362919175,False,False
2020-11-14,182.03912353515625,182.9539031982422,181.0762176513672,181.60581970214844,8066280.0,5,0,0,46,2020,170.11986862342792,179.92457089450284,72.22956734531888,3.9841487978570305,67.77000497472362,166.59637298583985,167.38259307861327,94.37874167575009,28371572.95,28371572.95,0.06751681136167266,17.83705915502535,0.021938442305381126,False,False
2020-11-17,181.9909820556641,182.3761444091797,179.48739624023438,180.4021759033203,21757459.0,1,0,0,47,2020,170.52309635989428,179.9293231831478,69.31528905181489,3.905905895791908,43.06189232377047,167.55447387695312,167.3488912963867,67.77000497472362,28620912.05,28620912.05,0.05793396762263762,6.286194363292289,0.02165110191290115,False,False
2020-11-18,179.87257385253906,181.4613800048828,175.97276306152344,177.22454833984375,27620283.0,2,0,0,47,2020,170.78589839832367,179.90241000062736,62.18228634086311,4.01895668490387,20.118644862171113,168.34406433105468,167.26993225097655,43.06189232377047,29146252.1,29146252.1,0.03770012630962792,-8.367683305707224,0.022677200887526963,False,False
2020-11-19,176.02090454101562,184.6871490478516,175.92462158203125,180.9317779541016,50871154.0,3,0,0,47,2020,171.18377602796204,179.91265246782612,66.51204026357091,4.357783169255047,-21.637620009790236,169.27568511962892,167.3488912963867,20.118644862171113,30545155.25,30545155.25,0.05694466001583738,-6.347781794446192,0.02408522824752499,False,False
2020-11-20,181.79840087890625,184.8797302246093,179.15037536621094,184.59085083007807,47052232.0,4,0,1,47,2020,171.7095436672607,179.95920170526148,70.14522890434023,4.455752575622426,-45.50960492242271,170.2843391418457,167.47984771728517,-21.637620009790236,31851694.35,31851694.35,0.07501800358737662,-0.7193710244422107,0.024138534253380153,False,False
2020-11-23,184.8797302246093,185.36119079589844,181.65396118164065,183.7723693847656,24073204.0,0,1,0,48,2020,172.18259565618246,179.9971436722217,68.35867807330546,4.402286649810666,-62.68834386102007,171.3579895019531,167.61272979736327,-45.50960492242271,32220360.25,32220360.25,0.06731094791790586,-3.8708892720134287,0.02395510633371421,False,False
2020-11-24,183.5316467285156,189.16470336914065,183.5316467285156,188.298080444336,47160760.0,1,0,0,48,2020,172.81457545179632,180.07974005801393,72.52553970022421,4.490198792011694,-100.88878801551654,172.7229217529297,167.84768127441407,-62.68834386102007,32195785.05,32195785.05,0.08959605954567494,3.2102506484093283,0.023846227117217324,False,True
2020-11-25,188.7313842773437,190.60906982421875,185.36119079589844,186.6611175537109,43263598.0,2,0,0,48,2020,173.3575771028518,180.1452264012547,68.98673384284193,4.544318808890881,-125.88548541815464,174.08785400390624,168.07974395751953,-100.88878801551654,33485535.35,33485535.35,0.07674046138154217,6.804447501978821,0.02434528876954395,False,False
2020-11-26,187.86476135253903,188.58694458007807,185.40933227539065,187.5758819580078,25155854.0,3,0,0,48,2020,173.91515768540694,180.21916327246618,69.87144039443879,4.446696915733491,-148.88910201935528,175.57796478271484,168.35224884033204,-125.88548541815464,33652518.75,33652518.75,0.07854820968113427,3.3594001308678827,0.02370612292644831,False,False
2020-11-27,187.23887634277344,188.4906616210937,186.0352325439453,186.46853637695312,32594141.0,4,0,1,48,2020,174.40744704585973,180.28134608942628,67.36618339692095,4.304463498691698,-167.66657019885903,176.945304107666,168.64208618164062,-148.88910201935528,34433380.35,34433380.35,0.06915466934116629,-2.7790455074192835,0.023084127662106296,False,False
2020-12-01,187.7684783935547,189.0684051513672,185.264892578125,187.1907196044922,16505446.0,1,0,0,49,2020,174.90875185208063,180.35009607465082,68.16780259797721,4.268681289731019,-189.31475039456046,178.27653427124022,168.93673828125,-167.66657019885903,34512447.4,34512447.4,0.07021928647000096,-0.1908754753282409,0.022803915166041057,False,False
2020-12-02,187.7684783935547,191.37940979003903,186.3722381591797,188.6832427978516,29520716.0,2,0,0,49,2020,175.44892796760107,180.43301295746875,69.81789456025854,4.321430599811614,-249.59235958721436,179.52110214233397,169.32575592041016,-189.31475039456046,34814812.8,34814812.8,0.07543115243596367,-2.7076451399656776,0.022903096935012076,False,False
