Date,Open,High,Low,Close,Volume,weekday,is_monday,is_friday,week,year,ema_50,ema_200,rsi,atr,adx,volume_sma20,adx_prev,sma_20,sma_50,avg_volume_20,dist_ema50,rsi_slope,volatility,vol_contraction,breakout
2020-11-11,57.45000076293945,58.5,56.70000076293945,57.25,40249499.0,2,0,0,46,2020,55.36676785757904,58.49480205936841,61.43568747852483,1.8553106401096222,-636.3537945430323,18565487.2,-553.9139270795702,54.24000015258789,54.83100021362305,18565487.2,0.034013763405247546,15.873913282486264,0.0324071727530065,True,True
2020-11-12,57.400001525878906,57.400001525878906,55.20000076293945,55.59999847412109,19585504.0,3,0,0,46,2020,55.37591415626697,58.46599804359481,53.47208826401389,1.8799313631688959,-712.9051000448185,18346573.6,-636.3537945430323,54.375,54.72400016784668,18346573.6,0.004046602593715451,-1.2877944767799505,0.03381171609283238,True,False
2020-11-13,55.0,55.75,54.59999847412109,55.25,15417488.0,4,0,1,46,2020,55.37097634621728,58.43399806306153,51.93425563115794,1.827793517648183,-783.98845515362,17885599.75,-712.9051000448185,54.429999923706056,54.61500015258789,17885599.75,-0.0021848331779605263,0.16140217663114242,0.033082235613541774,True,False
2020-11-14,56.0,56.20000076293945,55.54999923706055,55.95000076293945,2578865.0,5,0,0,46,2020,55.393683186088744,58.40928167201554,54.73796534242381,1.765094035168988,-770.0637847801057,17070760.9,-783.98845515362,54.46749992370606,54.5560001373291,17070760.9,0.010042978636784706,1.8995510882869198,0.03154770350491511,True,False
2020-11-17,56.5,58.20000076293945,55.900001525878906,57.650001525878906,26801425.0,1,0,0,47,2020,55.48216625823738,58.40172664568583,60.72903337177026,1.8033015495898137,-622.7221493134474,17524810.6,-770.0637847801057,54.6125,54.5610001373291,17524810.6,0.03907265007554878,1.156963542474358,0.03128016481977572,True,False
2020-11-18,57.84999847412109,61.25,57.70000076293945,60.59999847412109,54298315.0,2,0,0,47,2020,55.68286556082106,58.42359999721255,68.51670298516171,1.931637044199191,-555.5672217782027,19386983.15,-622.7221493134474,54.944999885559085,54.66900009155273,19386983.15,0.088306032094005,7.081015506636888,0.031875199551763794,True,True
2020-11-19,60.25,61.45000076293945,58.75,59.150001525878906,28987133.0,3,0,0,47,2020,55.81883167709783,58.430827873119675,62.00773683647549,1.9865201669663528,-480.23736456420954,20077077.95,-555.5672217782027,55.14750003814697,54.73900009155273,20077077.95,0.05967824385955097,8.535648572461596,0.03358444827929927,True,False
2020-11-20,59.54999923706055,59.900001525878906,56.70000076293945,58.09999847412109,23428511.0,4,0,1,47,2020,55.908289198549724,58.42753603830377,57.73081419254889,2.0731973523930027,-410.2882114369302,20580206.6,-480.23736456420954,55.28999996185303,54.79200004577637,20580206.6,0.03920186625256664,5.7965585613909525,0.03568326001448084,False,False
2020-11-23,58.84999847412109,59.75,57.79999923706055,58.84999847412109,24196085.0,0,1,0,48,2020,56.02365034661135,58.43173964463032,59.860487527985995,2.0643975960034635,-297.3611661239901,20783981.0,-410.2882114369302,55.537499809265135,54.835,20783981.0,0.050449196188100474,5.1225221855621825,0.03507897450347886,False,False
2020-11-24,59.34999847412109,60.150001525878906,58.34999847412109,59.95000076293945,25057495.0,1,0,0,48,2020,56.17762487274186,58.446846720434394,62.819339384990506,2.045512271414489,-54.23145294944521,21374805.85,-297.3611661239901,55.84749984741211,54.89200004577637,21374805.85,0.06715086119683927,2.09030601322025,0.03412030434333216,False,False
2020-11-25,60.45000076293945,63.900001525878906,60.20000076293945,61.5,75949155.0,2,0,0,48,2020,56.38634546596767,58.47722635505694,66.55993546276946,2.181547163666272,-25.592197858576057,24489920.95,-54.23145294944521,56.267499923706055,54.967000045776366,24489920.95,0.09068958968299703,-1.956767522392255,0.03547231160432963,False,True
2020-11-26,62.20000076293945,62.70000076293945,61.20000076293945,62.34999847412109,30119954.0,3,0,0,48,2020,56.62021421138545,58.515761401017784,68.4353449344142,2.1328652234043957,12.42401391451563,25228351.15,-25.592197858576057,56.77999992370606,55.07800003051758,25228351.15,0.10119679592422777,6.427608097938716,0.034207943473962714,False,False
2020-11-27,63.0,65.25,62.45000076293945,64.9000015258789,56608140.0,4,0,1,48,2020,56.94491175313029,58.57928617837959,73.2772605172633,2.187660673581147,33.32608892665038,27409047.2,12.42401391451563,57.41749992370605,55.24100006103516,27409047.2,0.1396979910555629,15.54644632471441,0.0337081759960948,False,True
2020-12-01,65.5999984741211,69.44999694824219,65.0,68.8499984741211,70704403.0,1,0,0,49,2020,57.4117778990515,58.681482320625776,78.72210590368513,2.356398869922728,45.88215662213596,30465493.1,33.32608892665038,58.22749977111816,55.49400001525879,30465493.1,0.19923125521703386,18.861618375699138,0.03422511143276839,False,True
2020-12-02,69.5,69.6500015258789,66.69999694824219,67.94999694824219,46261091.0,2,0,0,49,2020,57.825041391176626,58.77370634677121,74.97371583179368,2.3987992776165847,63.198194812294965,32194951.7,45.88215662213596,58.94499969482422,55.79299995422363,32194951.7,0.17509638235400385,12.154376446803177,0.03530241921046385,False,False
2020-12-03,68.5,69.69999694824219,67.5999984741211,69.25,37361699.0,3,0,0,49,2020,58.27307898367951,58.87794807466404,76.69954678332672,2.3774563630811927,84.0218917357523,33385266.75,63.198194812294965,59.74249973297119,56.14899993896484,33385266.75,0.18837036257162224,10.139611320557265,0.03433149982788726,False,False
2020-12-04,71.69999694824219,73.5999984741211,69.3499984741211,71.6500015258789,97738908.0,4,0,1,49,2020,58.79766418141282,59.00503318363136,79.5089718966385,2.5183522281554716,95.28122337298358,37146341.7,84.0218917357523,60.55749988555908,56.51299995422363,37146341.7,0.21858584900263744,11.073626962224296,0.03514797173096892,False,True
2020-12-07,72.44999694824219,73.3499984741211,71.1500015258789,71.6500015258789,39355314.0,0,1,0,50,2020,59.30167741060757,59.13085376415125,79.5089718966385,2.4956125653045227,112.64521633327134,38030971.95,95.28122337298358,61.40499992370606,56.93699996948242,38030971.95,0.20822891787311462,6.231711379375199,0.03483060030924277,False,False
2020-12-08,73.0,73.0999984741211,70.25,72.0,43645664.0,1,0,0,50,2020,59.7996508454857,59.2589049704781,79.91849032551572,2.5209258445057063,128.76892408210995,39111178.75,112.64521633327134,62.257499885559085,57.315,39111178.75,0.20402040784549677,1.1963844218305866,0.03501285895146814,False,False
2020-12-09,72.5999984741211,75.0,71.9000015258789,73.1500015258789,58476323.0,2,0,0,50,2020,60.32319400942269,59.397124836700996,81.24480973360633,2.5622881751925197,139.35858893005366,40841048.55,128.76892408210995,63.079999923706055,57.695,40841048.55,0.21263475396300505,6.271093901812648,0.03502786222480169,False,False
2020-12-10,73.0,73.44999694824219,71.0,72.6500015258789,29242808.0,3,0,0,50,2020,60.80659822575431,59.52899425649381,78.80769126004455,2.554267373267496,149.19184914600137,40290714.0,139.35858893005366,63.85,58.06900001525879,40290714.0,0.19477168014158683,2.1081444767178255,0.035158531584581335,False,False
2020-12-11,72.75,74.0999984741211,72.1500015258789,72.80000305175781,36847385.0,4,0,1,50,2020,61.27692782677405,59.661044095252656,79.01110530700356,2.5111052000514027,164.26109043425762,41153808.05,149.19184914600137,64.71000022888184,58.45900009155273,41153808.05,0.18804916685051115,-0.49786658963493835,0.03449320185146297,False,False
2020-12-14,73.44999694824219,74.0999984741211,72.80000305175781,73.44999694824219,20767955.0,0,1,0,51,2020,61.75430308643947,59.798247606227676,79.91093570759858,2.4245973587879655,183.34962920664464,41421331.4,164.26109043425762,65.62000007629395,58.83900001525879,41421331.4,0.18939075136888647,0.4019638109600834,0.03301017644012293,True,False
2020-12-15,73.4000015258789,75.5,72.5,75.1500015258789,38943070.0,1,0,0,51,2020,62.27962459386847,59.95100137657247,82.07538059363344,2.465697547445968,194.81196897227207,43239541.65,183.34962920664464,66.58000011444092,59.265000076293944,43239541.65,0.20665469671565018,2.1568902681177207,0.03281034593987164,True,True
2020-12-16,75.5,76.44999694824219,74.6500015258789,76.1500015258789,36595158.0,2,0,0,51,2020,62.823560944143395,60.112185457660104,83.2206225721514,2.4181473956543478,230.1047388574091,43729228.3,194.81196897227207,67.50500011444092,59.6960001373291,43729228.3,0.21212488406354563,1.9758128385450675,0.0317550538043333,True,True
2020-12-17,76.25,76.69999694824219,74.6500015258789,75.19999694824219,28073186.0,3,0,0,51,2020,63.30891137567668,60.262312935178336,78.11452076620141,2.3918508261335574,259.1442926704732,42417971.85,230.1047388574091,68.23500003814698,60.077000045776366,42417971.85,0.18782641044012754,-0.6931704938431409,0.031806528234034286,True,False
2020-12-18,75.0,76.44999694824219,73.6500015258789,76.05000305175781,49891456.0,4,0,1,51,2020,63.80856202964065,60.4194043791244,79.33618017777657,2.421004011578538,286.109592639747,43463188.0,259.1442926704732,69.08000011444092,60.498000106811524,43463188.0,0.1918463703418158,0.32507487077300823,0.031834370998392474,True,False
2020-12-21,75.8499984741211,75.8499984741211,66.4000015258789,69.05000305175781,51731072.0,0,1,0,52,2020,64.01410873639034,60.505280982832204,53.06567370804915,2.9373609768857074,311.1487997540726,44878316.05,286.109592639747,69.62750034332275,60.79000015258789,44878316.05,0.07866850628359523,-26.845261999549436,0.04253962124641689,False,False
2020-12-22,69.0,71.9000015258789,66.69999694824219,71.6500015258789,46224467.0,1,0,0,52,2020,64.31355551244872,60.616173724554066,58.55511153631061,3.098978376939351,342.4698529305722,45979735.15,311.1487997540726,70.26750049591064,61.16600021362305,45979735.15,0.1140730901125522,-23.520269057322828,0.04325161634253485,False,False
2020-12-23,72.0,74.44999694824219,71.5,74.1500015258789,30689573.0,2,0,0,52,2020,64.69929849336755,60.750838677801084,63.0323545893143,3.088336846318125,273.9228368324821,46261339.05,342.4698529305722,70.97750053405761,61.56800025939941,46261339.05,0.1460711824175368,-20.188267982837097,0.04164985546548198,False,False
2020-12-24,74.5999984741211,75.5999984741211,74.25,74.5,23223241.0,3,0,0,52,2020,65.08363972892177,60.88764625314635,63.62481016392004,2.9713125678841297,228.6740263838751,43625043.35,273.9228368324821,71.62750053405762,61.999000244140625,43625043.35,0.14468091075265732,-14.48971060228137,0.03988339017294134,False,False
2020-12-28,75.25,77.94999694824219,75.0999984741211,77.19999694824219,35601036.0,0,1,0,53,2020,65.55879099242453,61.04995820036124,67.89883116564846,3.005504309338277,158.8719300335815,43899097.45,228.6740263838751,72.37000045776367,62.485000152587894,43899097.45,0.1775689542103182,-11.43734901212811,0.03893140450968258,False,True
2020-12-29,78.0,78.80000305175781,76.25,76.55000305175781,28745694.0,1,0,0,53,2020,65.98981891631996,61.20418750236519,65.89162361944588,2.9729685052253867,108.34602267114002,42505975.15,158.8719300335815,72.95250053405762,62.93300018310547,42505975.15,0.1600274755842103,12.825949911396734,0.03883694822605391,False,False
2020-12-30,76.94999694824219,76.94999694824219,75.19999694824219,75.80000305175781,17918812.0,2,0,0,53,2020,66.37453201967047,61.349419497881534,63.55693173281826,2.885613611995002,61.429108691730086,39866695.6,108.34602267114002,73.30000076293945,63.34500022888184,39866695.6,0.1420043312590747,5.001820196507651,0.03806877962820985,False,False
2020-12-31,75.8499984741211,76.5,75.4000015258789,75.6500015258789,15495713.0,3,0,0,53,2020,66.73827592187473,61.49171384641882,63.075561107773076,2.758069673575437,19.739886428720872,38328426.7,61.429108691730086,73.68500099182128,63.76300025939941,38328426.7,0.13353245166891087,0.04320651845877421,0.036458289728281586,False,False
2021-01-01,76.0,77.75,75.80000305175781,77.3499984741211,19041567.0,4,0,1,53,2021,67.15442190431577,61.64950772331138,66.19998995575774,2.711064587900127,-47.89818086267796,37412420.1,19.739886428720872,74.09000091552734,64.23100021362305,37412420.1,0.15182286260065464,2.575179791837705,0.035049316630654685,True,False
2021-01-04,78.05000305175781,79.6500015258789,77.5,79.25,23712305.0,0,1,0,1,2021,67.62875830022496,61.824636999696345,69.32421892843973,2.681703049604248,1084.6262784390922,33711089.95,-47.89818086267796,74.47000083923339,64.71400024414062,33711089.95,0.17183875605381896,1.4253877627912743,0.0338385242852271,True,True
2021-01-05,78.0,82.19999694824219,77.9000015258789,81.1500015258789,46181972.0,1,0,0,1,2021,68.15900313260354,62.01692918403648,72.10133558042088,2.7972953619441787,1060.0025691528515,34052422.85,1084.6262784390922,74.9450008392334,65.2320002746582,34052422.85,0.19059842128267832,6.209711960975,0.034470675407838595,True,True
2021-01-06,82.0,83.5,80.75,82.44999694824219,46157617.0,2,0,0,1,2021,68.71943426262858,62.22024329114301,73.84598969918572,2.793917121805309,589.0654959807335,34178020.5,1060.0025691528515,75.46750068664551,65.80300018310547,34178020.5,0.19980610773276758,10.289057966367459,0.033886200427141126,True,True
2021-01-07,83.1500015258789,83.6500015258789,81.5,81.8499984741211,35219703.0,3,0,0,1,2021,69.23435834935378,62.415564238237316,71.61985036864925,2.747923150667709,415.3290100248597,33015189.5,589.0654959807335,75.90250053405762,66.3650001525879,33015189.5,0.1822164662971136,8.544289260876177,0.03357267198406281,True,False
2021-01-08,84.3499984741211,84.5999984741211,82.5999984741211,83.05000305175781,41178215.0,4,0,1,1,2021,69.77614833768335,62.62088203737682,73.35021106257577,2.748071497048587,318.44471918671246,33611959.85,415.3290100248597,76.42250061035156,66.96400024414062,33611959.85,0.19023484428855716,7.150221106818023,0.03308936057878233,True,False
2021-01-11,83.5999984741211,83.94999694824219,82.1500015258789,83.30000305175781,25575169.0,0,1,0,2,2021,70.30649558137256,62.82664443552987,73.70984191897,2.680351777428208,228.48073483700426,33048349.05,318.44471918671246,76.94750061035157,67.58800033569337,33048349.05,0.18481233295644214,4.3856229905302655,0.0321770909871731,True,False
2021-01-12,83.0,87.30000305175781,82.6500015258789,86.05000305175781,43670529.0,1,0,0,2,2021,70.92388803119158,63.05772263071622,77.33334026262122,2.8210410451746863,309.11662664855817,34193477.75,228.48073483700426,77.57750091552734,68.26600036621093,34193477.75,0.21327250155707658,5.2320046822003405,0.03278374137276755,True,True
2021-01-13,86.9000015258789,87.6500015258789,83.75,85.8499984741211,37272052.0,2,0,0,2,2021,71.50922569562019,63.28451144507846,76.50743461713364,2.8981096509392734,754.6081724058142,34109926.85,309.11662664855817,78.11250076293945,68.93000030517578,34109926.85,0.20054437226802824,2.661444917947918,0.033757829964468654,True,False
2021-01-14,86.0999984741211,87.1500015258789,84.9000015258789,85.94999694824219,20620191.0,3,0,0,2,2021,72.07553045062497,63.51003866401542,76.64175502297907,2.851816104443611,535.7673691309426,33311178.5,754.6081724058142,78.60250053405761,69.5770002746582,33311178.5,0.19249898559014927,5.021904654329816,0.03317994421990419,True,False
