Date,Open,High,Low,Close,Volume,weekday,is_monday,is_friday,week,year,ema_50,ema_200,rsi,atr,adx,volume_sma20,adx_prev,sma_20,sma_50,avg_volume_20,dist_ema50,rsi_slope,volatility,vol_contraction,breakout
2020-11-11,7.309999942779541,7.369999885559082,7.269999980926514,7.289999961853027,8871780.0,2,0,0,46,2020,7.3402962651263985,7.621543324856085,49.699569218456816,0.18427316408173058,245.60217537703986,12165014.25,248.78450532378204,7.1800000190734865,7.316400003433228,12165014.25,-0.006852080822994562,3.2257223529276686,0.025277526069409008,False,False
2020-11-12,7.300000190734863,7.340000152587891,7.199999809265137,7.210000038146973,13345485.0,3,0,0,46,2020,7.335186609166421,7.617448366779378,45.42317372601414,0.18111081974180368,242.64715471220785,12557229.75,245.60217537703986,7.179500031471252,7.304000005722046,12557229.75,-0.01706658299095056,-5.523543337058243,0.025119392341688616,False,False
2020-11-13,7.179999828338623,7.25,7.150000095367432,7.230000019073486,7435970.0,4,0,1,46,2020,7.331061644849051,7.613593159339519,46.65887112713059,0.17531718294828688,239.9032069520067,12818906.0,242.64715471220785,7.18100004196167,7.2940000057220455,12818906.0,-0.013785401169907258,-19.925113838486517,0.02424857295792283,False,False
2020-11-14,7.260000228881836,7.329999923706055,7.260000228881836,7.28000020980835,2681775.0,5,0,0,46,2020,7.329059235631768,7.610273826508363,49.72361817148765,0.16993737735430697,246.72792982861546,12722025.0,239.9032069520067,7.1885000467300415,7.289200010299683,12722025.0,-0.006693768496904472,-7.105541094872848,0.023343045667134764,False,False
2020-11-17,7.380000114440918,7.550000190734863,7.28000020980835,7.5,55999725.0,1,0,0,47,2020,7.335762795018758,7.609176574503305,60.482306175522616,0.17708470618089317,244.96590873007756,15287707.75,246.72792982861546,7.209000039100647,7.290400009155274,15287707.75,0.022388565384470253,11.906628201562299,0.023611294157452424,False,False
2020-11-18,7.53000020980835,7.989999771118164,7.5,7.880000114440918,88549885.0,2,0,0,47,2020,7.357105434996098,7.611871336094724,71.73377559529101,0.1994357822478411,238.89073450562475,19469439.0,244.96590873007756,7.252000045776367,7.299400014877319,19469439.0,0.07107342474086722,22.03420637683419,0.025309109054751703,False,False
2020-11-19,7.880000114440918,8.0,7.619999885559082,7.659999847412109,53278435.0,3,0,0,47,2020,7.368983647247706,7.612350226754599,60.91948492087207,0.21233323454734657,236.51389140704734,21735411.25,238.89073450562475,7.285000038146973,7.304200010299683,21735411.25,0.03949204043533153,15.496311194857931,0.027719743965671517,False,False
2020-11-20,7.659999847412109,7.760000228881836,7.550000190734863,7.599999904632568,17453620.0,4,0,1,47,2020,7.378043108321623,7.612227337977266,58.33647061776212,0.2121665776616056,234.30682281551117,22400490.0,236.51389140704734,7.311500024795532,7.305600004196167,22400490.0,0.03008342361955066,11.677599490631529,0.02791665530578228,False,False
2020-11-23,7.690000057220459,7.800000190734863,7.619999885559082,7.679999828338623,19244130.0,0,1,0,48,2020,7.389884548322289,7.61290169111519,60.727487771829644,0.21129755683594056,235.20477340674498,23144982.75,234.30682281551117,7.344000005722046,7.30960000038147,23144982.75,0.0392584319983995,11.003869600341993,0.027512703327969935,False,False
2020-11-24,7.800000190734863,7.860000133514404,7.71999979019165,7.739999771118164,26871315.0,1,0,0,48,2020,7.403614557059382,7.614166348627657,62.46722346925363,0.2090620388602149,242.5345868871815,24198793.5,235.20477340674498,7.376999998092652,7.31539999961853,24198793.5,0.04543526833633408,1.9849172937310158,0.027010600134683548,False,False
2020-11-25,7.809999942779541,7.849999904632568,7.610000133514404,7.650000095367432,29316445.0,2,0,0,48,2020,7.413276735032246,7.6145229033215855,58.29559948355221,0.21127187687863985,249.34084226187252,25464286.25,242.5345868871815,7.406500005722046,7.319800004959107,25464286.25,0.031932351751624656,-13.438176111738798,0.027617238463379705,False,False
2020-11-26,7.710000038146973,7.71999979019165,7.619999885559082,7.650000095367432,10499230.0,3,0,0,48,2020,7.422560004064999,7.614875910207614,58.29559948355221,0.20332387886106332,256.6416361063622,25677510.25,249.34084226187252,7.432500004768372,7.324200010299682,25677510.25,0.030641731582887063,-2.6238854373198635,0.02657828448710596,False,False
2020-11-27,7.690000057220459,7.78000020980835,7.650000095367432,7.699999809265137,25199910.0,4,0,1,48,2020,7.433439996425789,7.615722914178336,60.01602114979541,0.19808646711676722,260.3934626053212,26607469.75,256.6416361063622,7.459999990463257,7.3302000045776365,26607469.75,0.03585954994827663,1.6795505320332893,0.025725515847210386,False,False
2020-12-01,7.75,8.359999656677246,7.730000019073486,8.210000038146973,138816185.0,1,0,0,49,2020,7.463893331395248,7.621636119391955,72.48458874160642,0.23108027999500594,254.36172826454123,33151196.0,260.3934626053212,7.510999989509583,7.344800004959106,33151196.0,0.09996213418717935,11.757100969776772,0.02814619718895417,False,True
2020-12-02,8.380000114440918,9.140000343322754,8.319999694824219,9.029999732971191,194203685.0,2,0,0,49,2020,7.525309268711951,7.635649687686276,82.13234201894608,0.28100313893648987,246.15784664904666,42498894.25,254.36172826454123,7.601999974250793,7.377399997711182,42498894.25,0.19995064794417228,19.665118549692444,0.031118842441430487,False,True
2020-12-03,9.279999732971191,10.829999923706056,9.199999809265137,10.829999923706056,323166060.0,3,0,0,49,2020,7.654904980672504,7.66743426714916,90.2302942199465,0.3895029283506595,237.049379099109,58350906.75,246.15784664904666,7.781999969482422,7.447199993133545,58350906.75,0.4147791450122757,31.93469473639429,0.03596518292655449,False,True
2020-12-04,11.600000381469728,12.789999961853027,11.260000228881836,11.920000076293944,659396675.0,4,0,1,49,2020,7.822163611873345,7.7097483548023416,92.45908900974317,0.5016812933361103,263.90704852493553,90871773.5,237.049379099109,8.013999962806702,7.538999996185303,90871773.5,0.5238750642086353,34.16348952619096,0.042087356554119125,False,True
2020-12-07,12.100000381469728,12.300000190734863,10.850000381469728,11.359999656677246,217261325.0,0,1,0,50,2020,7.960902280297027,7.746069263278709,82.09668126203837,0.5694183301881836,288.8463129917745,96034828.0,263.90704852493553,8.204999947547913,7.620999984741211,96034828.0,0.42697388520807167,22.080660112242967,0.050124854524400235,False,False
2020-12-08,11.40999984741211,11.56999969482422,10.399999618530272,10.479999542236328,169100210.0,1,0,0,50,2020,8.059690408216216,7.773272549636497,69.00816021170162,0.6123170263385953,312.0042014252678,103703511.5,288.8463129917745,8.358499932289124,7.68419997215271,103703511.5,0.3002980277695032,-3.476428529904794,0.05842719972179817,False,False
2020-12-09,10.609999656677246,10.84000015258789,9.729999542236328,9.850000381469728,239809475.0,2,0,0,50,2020,8.129898642461452,7.793936508162201,61.45445128875486,0.6478658537680929,333.50795497065445,115025066.0,312.0042014252678,8.487499952316284,7.732599983215332,115025066.0,0.21157726739966948,-20.677890730191216,0.06577318057640767,False,False
