Date,Open,High,Low,Close,Volume,weekday,is_monday,is_friday,week,year,ema_50,ema_200,rsi,atr,adx,sma_20,sma_50,adx_prev,volume_sma20,avg_volume_20
2020-08-06,186.9981384277344,188.34622192382807,185.93893432617188,188.10549926757807,18574935.0,3,0,0,32,2020,188.30426354497186,189.22589508432333,51.94345964020474,4.40926979297338,-515.0904324164221,188.0862335205078,187.96105438232422,-409.1894116963342,24601117.0,24601117.0
2020-08-07,188.2499237060547,189.69430541992188,186.9499969482422,188.779525756836,21717194.0,4,0,1,32,2020,188.32290127877044,189.2214535984777,53.03060994101697,4.290343984309545,-289.7219417867313,188.16808090209958,187.93601837158204,-515.0904324164221,24846220.3,24846220.3
2020-08-10,189.1165466308593,192.2460327148437,189.1165466308593,191.47569274902344,17108987.0,0,1,0,33,2020,188.44654015995684,189.24388383878164,57.20142474291937,4.231498482430842,-229.7043491421164,188.2306701660156,187.90327911376954,-289.7219417867313,24647708.0,24647708.0
2020-08-11,192.5830535888672,199.9974975585937,192.5830535888672,195.5199432373047,57266693.0,1,0,0,33,2020,188.72392851593128,189.30633219100577,62.57046175120896,4.537948934369371,-197.43583946226673,188.57491226196288,188.0149774169922,-229.7043491421164,26551748.7,26551748.7
2020-08-12,194.99034118652344,197.30133056640625,192.9682159423828,196.6272888183593,22106836.0,2,0,0,33,2020,189.03386421406572,189.37917753058144,63.90563109500812,4.523317912201805,-166.53831057521802,188.83971405029297,188.15941467285157,-197.43583946226673,26422466.95,26422466.95
2020-08-13,195.9532470703125,196.6272888183593,189.79058837890625,193.97927856445312,23573090.0,3,0,0,33,2020,189.22780203172798,189.4249496801722,58.5289555948972,4.688559521291179,-137.84774803724423,189.20562210083008,188.18445037841798,-166.53831057521802,26451263.25,26451263.25
2020-08-14,194.12371826171875,195.80880737304688,188.2499237060547,189.1165466308593,29858596.0,4,0,1,33,2020,189.22343907483116,189.42188099311437,50.17969419324867,4.893582674555536,-111.20651139483999,189.31876449584962,188.1151202392578,-137.84774803724423,27171420.3,27171420.3
2020-08-17,190.7053680419922,192.10159301757807,189.54986572265625,191.37940979003903,12192938.0,0,1,0,34,2020,189.3079869460158,189.44135889159125,53.50367536356876,4.757258653995768,-81.5257998799663,189.61004638671875,188.13630462646483,-111.20651139483999,26798895.5,26798895.5
2020-08-18,192.4867553710937,192.4867553710937,189.93502807617188,191.18682861328125,12969115.0,1,0,0,34,2020,189.38166701139878,189.45872674951852,53.178491931284995,4.5997206997762,-51.92829341175143,189.91336517333986,188.13726776123048,-81.5257998799663,25992876.7,25992876.7
2020-08-19,191.23497009277344,194.22000122070312,190.7535095214844,191.0905303955078,16070316.0,2,0,0,34,2020,189.448681261756,189.47496360171743,53.00501136818129,4.518775771164952,-28.68134594960652,190.00484237670898,188.125712890625,-51.92829341175143,25105063.35,25105063.35
2020-08-20,189.69430541992188,189.8868865966797,187.3351593017578,188.538803100586,17561721.0,3,0,0,34,2020,189.41299976523953,189.46564857185544,48.49086696288007,4.464246865635313,-7.094894734757673,189.76892776489257,188.1555633544922,-28.68134594960652,24348108.95,24348108.95
2020-08-21,190.6572113037109,191.81271362304688,189.020263671875,189.5017242431641,17897538.0,4,0,1,34,2020,189.4164791565307,189.466007533759,50.21395431976694,4.3792228411228535,9.886535500109463,189.63412017822264,188.21141265869142,-7.094894734757673,22117939.2,22117939.2
2020-08-24,189.93502807617188,191.62013244628903,189.0684051513672,189.40542602539065,15304895.0,0,1,0,35,2020,189.41604570040758,189.46540473268072,50.03369495244726,4.248687444965639,25.813182796453994,189.64856414794923,188.3943664550781,9.886535500109463,21707291.45,21707291.45
2020-08-25,189.93502807617188,190.9460906982422,187.86476135253903,188.1536407470703,15784633.0,1,0,0,35,2020,189.36653962380615,189.45235235471446,47.639618748149545,4.165304723589747,40.602212428773925,189.64856414794923,188.5946530151367,25.813182796453994,21495026.25,21495026.25
2020-08-26,189.2128448486328,189.260986328125,186.46853637695312,187.72032165527344,23502769.0,2,0,0,35,2020,189.30198205641273,189.4351182184016,46.804731515229385,4.067243668417042,54.33488280164243,189.56430892944337,188.85945465087892,40.602212428773925,21900022.45,21900022.45
2020-08-27,191.138671875,191.5238494873047,186.70925903320312,187.04627990722656,49030500.0,3,0,0,35,2020,189.21352314860152,189.41134868296706,45.46983805495526,4.120625581680223,64.40837088600288,189.6076400756836,189.0067807006836,54.33488280164243,23504368.5,23504368.5
2020-08-28,187.38330078125,189.020263671875,186.85369873046875,188.298080444336,35979788.0,4,0,1,35,2020,189.17762343470878,189.40027138706031,48.41246139069371,3.9810498216606534,74.17971296714123,189.67504425048827,189.22825134277343,64.40837088600288,24438647.8,24438647.8
2020-08-31,191.62013244628903,191.62013244628903,182.9539031982422,184.0131072998047,100730476.0,0,1,0,36,2020,188.97509339020274,189.34666776430157,40.37979622135201,4.315705494973953,81.24924627880188,189.6028259277344,189.34572723388672,74.17971296714123,28786356.55,28786356.55
2020-09-01,184.0131072998047,185.2167510986328,181.268798828125,183.146484375,41311165.0,1,0,0,36,2020,188.7465204876458,189.28497439724387,38.971430016978694,4.289437407512086,87.8138129253439,189.4367233276367,189.42950103759765,81.24924627880188,29959436.55,29959436.55
2020-09-02,184.2056884765625,185.84263610839844,182.61688232421875,184.2538299560547,21378178.0,2,0,0,36,2020,188.57033654523045,189.23491325852558,41.766311879639765,4.213460005845486,97.81241683171814,189.3669120788574,189.41987182617189,87.8138129253439,28496018.15,28496018.15
2020-09-03,184.30197143554688,186.0833740234375,182.9539031982422,184.4945526123047,16295787.0,3,0,0,36,2020,188.41050188119416,189.1877454909015,42.38403178959453,4.1360322072276166,108.4296012247681,189.18636474609374,189.21765960693358,97.81241683171814,28382060.75,28382060.75
2020-09-04,182.9539031982422,182.9539031982422,178.8133544921875,179.77627563476562,42983034.0,4,0,1,36,2020,188.0719047734911,189.0940990246713,34.6300967790616,4.246401201005443,118.28841530402879,188.73620223999023,189.05396392822266,108.4296012247681,29445352.75,29445352.75
2020-09-07,180.30587768554688,183.4353485107422,174.09507751464844,182.08726501464844,33918419.0,0,1,0,37,2020,187.83721301824238,189.02437928327805,40.38302586749832,4.610249043511751,126.54151610949937,188.26678085327148,188.89700866699218,118.28841530402879,30285824.35,30285824.35
