Date,Open,High,Low,Close,Volume,weekday,is_monday,is_friday,week,year,ema_50,ema_200,rsi,atr,adx,volume_sma20,adx_prev,sma_20,sma_50,avg_volume_20
2020-09-02,7.840000152587891,7.889999866485596,7.670000076293945,7.829999923706055,28569455.0,2,0,0,36,2020,7.437409774937271,7.347479884399407,57.214788083245054,0.30279229513673495,205.02031152149374,39973530.5,184.50177275128164,7.615999960899353,7.3103999900817875,39973530.5
2020-09-03,7.800000190734863,7.840000152587891,7.710000038146973,7.730000019073486,13560800.0,3,0,0,36,2020,7.4488839021582995,7.351286054893677,54.34831887032947,0.2904499965156052,230.0008619576133,39811067.0,205.02031152149374,7.650499963760376,7.317999992370606,39811067.0
2020-09-04,7.539999961853027,7.710000038146973,7.5,7.519999980926514,16092725.0,4,0,1,36,2020,7.451672767992347,7.352964800426342,48.81716187057688,0.28613214098402534,253.19708736258144,38518114.25,230.0008619576133,7.659999966621399,7.321399993896485,38518114.25
2020-09-07,7.579999923706055,7.590000152587891,7.429999828338623,7.440000057220459,12296535.0,0,1,0,37,2020,7.451215014628744,7.3538308228820055,46.8606042688148,0.27712272550297123,274.73643952433764,36489658.5,253.19708736258144,7.655499958992005,7.325199995040894,36489658.5
2020-09-08,7.440000057220459,7.559999942779541,7.420000076293945,7.429999828338623,12970435.0,1,0,0,37,2020,7.450383046538935,7.354588723433813,46.609128499981836,0.2673282355731587,294.7372665316827,35908833.5,274.73643952433764,7.650499939918518,7.329799995422364,35908833.5
2020-09-09,7.380000114440918,7.440000057220459,7.340000152587891,7.420000076293945,9049485.0,2,0,0,37,2020,7.44919155750972,7.355239582666252,46.34132228207373,0.2553762119345451,313.30946303850305,35874426.75,294.7372665316827,7.648499941825866,7.33460000038147,35874426.75
2020-09-10,7.5,7.630000114440918,7.449999809265137,7.53000020980835,16582780.0,3,0,0,37,2020,7.452360524266529,7.35697849437911,49.7609568405578,0.25213505666400426,314.3250808759862,36116840.0,313.30946303850305,7.648499941825866,7.3420000076293945,36116840.0
2020-09-11,7.579999923706055,7.579999923706055,7.440000057220459,7.480000019073486,8104265.0,4,0,1,37,2020,7.453444426023665,7.358202589152189,48.25556261251394,0.2441254002226894,315.2681545822205,36021111.0,314.3250808759862,7.65099995136261,7.348000011444092,36021111.0
2020-09-14,7.539999961853027,7.559999942779541,7.420000076293945,7.449999809265137,7074820.0,0,1,0,38,2020,7.453309343013528,7.359115994327442,47.33035624823816,0.23668786209861128,316.1438658808667,36076684.25,315.2681545822205,7.652999949455261,7.353400011062622,36076684.25
2020-09-15,7.460000038146973,7.519999980926514,7.420000076293945,7.429999828338623,7431825.0,1,0,0,38,2020,7.452395244398826,7.359821306108648,46.687692780100726,0.2269244365653225,316.9570263724667,36070713.25,316.1438658808667,7.656499934196472,7.358200006484985,36070713.25
