Date,Open,High,Low,Close,Volume,weekday,is_monday,is_friday,week,year,ema_50,ema_200,rsi,atr,adx,volume_sma20,adx_prev,sma_20,sma_50,avg_volume_20
2020-09-02,59.650001525878906,61.34999847412109,58.84999847412109,60.95000076293945,25823443.0,2,0,0,36,2020,53.25549979819747,47.44741489534092,66.14779826863631,2.4619839597151154,303.9941739210491,42919345.45,237.01057645188877,57.18750057220459,52.122000198364255,42919345.45
2020-09-03,60.95000076293945,61.59999847412109,59.900001525878906,60.70000076293945,23071103.0,3,0,0,36,2020,53.54744101250108,47.57928142138668,65.18493286044675,2.4075563160384776,1080.327742641296,42938147.75,303.9941739210491,57.75250053405762,52.45600021362305,42938147.75
2020-09-04,60.0,60.25,58.20000076293945,58.900001525878906,20139542.0,4,0,1,36,2020,53.75734534635904,47.69192540252591,58.57387247025639,2.4141594363214436,1801.2089135958033,42941170.1,1080.327742641296,58.21250057220459,52.707000274658206,42941170.1
2020-09-07,58.95000076293945,59.400001525878906,56.09999847412109,57.400001525878906,26138463.0,0,1,0,37,2020,53.900194608301,47.788523174897584,53.687354220111445,2.4774339802811847,2470.598572339276,42895686.35,1801.2089135958033,58.51000061035156,52.958000335693356,42895686.35
2020-09-08,57.70000076293945,58.20000076293945,54.650001525878906,55.20000076293945,24213780.0,1,0,0,37,2020,53.951167398678976,47.86226922054975,47.436689345441614,2.5540457843368536,3092.174684029643,43092320.05,2470.598572339276,58.67500057220459,53.165000381469724,43092320.05
2020-09-09,54.04999923706055,56.150001525878906,52.5,55.650001525878906,36318169.0,2,0,0,37,2020,54.01778834484368,47.93975909423462,48.75104922430598,2.632328337304143,3669.352502027834,43593326.6,3092.174684029643,58.810000610351565,53.356000442504886,43593326.6
2020-09-10,56.45000076293945,57.20000076293945,54.70000076293945,55.45000076293945,30550597.0,3,0,0,37,2020,54.07395353771019,48.014487867057554,48.1744796765053,2.62287631321099,3364.80202176771,39483039.75,3669.352502027834,58.77750072479248,53.46900047302246,39483039.75
2020-09-11,55.0,57.150001525878906,54.79999923706055,56.70000076293945,22160341.0,4,0,1,37,2020,54.17693578183683,48.10091088094693,51.995772046954485,2.603385311468659,3083.7217211952125,38608010.95,3364.80202176771,58.86500072479248,53.60500045776367,38608010.95
2020-09-14,56.900001525878906,58.400001525878906,56.45000076293945,57.09999847412109,22921566.0,0,1,0,38,2020,54.29156569133818,48.19045404107801,53.18531700270956,2.5567149865737155,2838.2886075783067,38625357.75,3083.7217211952125,58.91750068664551,53.74000045776367,38625357.75
2020-09-15,57.45000076293945,58.75,57.09999847412109,57.75,18732445.0,1,0,0,38,2020,54.42719056618766,48.285573901365794,55.131073986634235,2.49194973938123,2613.348109530099,38336575.6,2838.2886075783067,59.022500610351564,53.87800048828125,38336575.6
2020-09-16,58.04999923706055,58.29999923706055,56.54999923706055,56.79999923706055,18216129.0,2,0,0,38,2020,54.52024188661405,48.37029455147221,51.7459312956195,2.438953329425428,2404.474789913906,36809349.25,2613.348109530099,59.027500534057616,53.970000457763675,36809349.25
2020-09-17,57.34999847412109,58.150001525878906,56.34999847412109,56.75,27360333.0,3,0,0,38,2020,54.60768338125664,48.45367470518891,51.56646949037085,2.3933140238777417,2210.520993127441,32321712.7,2404.474789913906,58.79500045776367,54.05500045776367,32321712.7
2020-09-18,57.04999923706055,57.34999847412109,55.75,56.20000076293945,15697096.0,4,0,1,38,2020,54.67012720014616,48.530752576410315,49.53148741857095,2.336648627466552,2030.4210389685811,29893412.8,2210.520993127441,58.50750045776367,54.17300048828125,29893412.8
2020-09-21,56.04999923706055,56.20000076293945,52.5,53.0,27253422.0,0,1,0,39,2020,54.6046320158267,48.57522270002813,39.712021589097866,2.4340309228574735,1863.1853672496397,29442147.15,2030.4210389685811,58.11250038146973,54.24000045776367,29442147.15
2020-09-22,53.0,53.54999923706055,50.400001525878906,51.45000076293945,34523774.0,1,0,0,39,2020,54.48092098630171,48.60382745687302,35.99018999297837,2.4851714077377713,1707.8951006534799,28889220.0,1863.1853672496397,57.6850004196167,54.30600044250488,28889220.0
2020-09-23,52.25,54.20000076293945,51.34999847412109,53.45000076293945,24481334.0,2,0,0,39,2020,54.440492742248296,48.652048086784134,43.36578110400442,2.5112307563863854,1567.8020166930733,26426104.8,1707.8951006534799,57.22500038146973,54.432000427246095,26426104.8
2020-09-24,52.59999847412109,52.95000076293945,50.09999847412109,50.45000076293945,21625654.0,3,0,0,39,2020,54.28400286070678,48.66993816316379,36.56060180346783,2.5711430087029554,1437.7155815869814,26076259.6,1567.8020166930733,56.667500495910645,54.50700042724609,26076259.6
2020-09-25,51.04999923706055,53.400001525878906,50.70000076293945,53.09999847412109,24165575.0,4,0,1,39,2020,54.23757131613479,48.71401836526287,44.8007414324598,2.598204276862705,1318.7444545911649,26195789.5,1437.7155815869814,56.26250038146973,54.58300041198731,26195789.5
2020-09-28,53.59999847412109,54.59999847412109,53.34999847412109,54.150001525878906,16189540.0,0,1,0,40,2020,54.23413720671299,48.76810774994562,47.69949404135264,2.519761114229655,1212.306839834586,25163280.1,1318.7444545911649,56.032500457763675,54.68500045776367,25163280.1
2020-09-29,54.5,54.650001525878906,53.25,53.95000076293945,18384412.0,1,0,0,40,2020,54.22299460107481,48.81966887445302,47.19114246568217,2.4397782864903155,1113.296307345905,23898335.9,1212.306839834586,55.75500049591064,54.78700050354004,23898335.9
2020-09-30,53.79999923706055,54.0,53.0,53.29999923706055,10804820.0,2,0,0,40,2020,54.1867987044468,48.86424927607101,45.49417467401533,2.3369369803124362,1021.3579557492724,23147404.75,1113.296307345905,55.3725004196167,54.85200050354004,23147404.75
2020-10-01,53.5,54.650001525878906,53.5,54.45000076293945,13913795.0,3,0,0,40,2020,54.197120353799455,48.91982889285577,48.989152094836236,2.266441645205717,932.892670054232,22689539.35,1021.3579557492724,55.0600004196167,54.94100051879883,22689539.35
2020-10-05,54.5,55.150001525878906,53.59999847412109,53.84999847412109,13583076.0,0,1,0,41,2020,54.183507731066975,48.9688853065997,47.285546563782454,2.2152674599594384,847.3302582858412,22361716.05,932.892670054232,54.80750026702881,55.040000457763675,22361716.05
2020-10-06,54.09999847412109,54.75,53.79999923706055,54.59999847412109,10850162.0,1,0,0,41,2020,54.199840701382826,49.024916283390965,49.642890506850975,2.124891267315154,768.5982384387192,21597301.0,847.3302582858412,54.66750011444092,55.142000427246096,21597301.0
2020-10-07,54.70000076293945,56.900001525878906,54.34999847412109,56.150001525878906,25064716.0,2,0,0,41,2020,54.276317596461105,49.09581265396298,54.20119529632538,2.1552563947753445,634.5724565131669,21639847.8,768.5982384387192,54.71500015258789,55.282000427246096,21639847.8
2020-10-08,56.04999923706055,56.5,53.75,55.0,16737366.0,3,0,0,41,2020,54.30469729856067,49.154560786759376,50.54545587637399,2.19773808086282,510.119944725154,20660807.65,634.5724565131669,54.68250007629395,55.38700042724609,20660807.65
2020-10-09,55.0,55.5,54.150001525878906,54.45000076293945,10432260.0,4,0,1,41,2020,54.31039547363435,49.207251731796,48.84851735650989,2.1371852518098398,419.13535354197654,19654890.8,510.119944725154,54.632500076293944,55.51600044250488,19654890.8
2020-10-12,54.45000076293945,55.04999923706055,52.59999847412109,52.84999847412109,12879607.0,0,1,0,42,2020,54.25312500306521,49.24349796803804,44.19966098409788,2.159529216890527,334.6496617290261,19190854.1,419.13535354197654,54.439999961853026,55.59900039672851,19190854.1
2020-10-13,52.79999923706055,55.09999847412109,52.54999923706055,54.04999923706055,18622520.0,1,0,0,42,2020,54.2451592867513,49.2913238513119,48.182704795051656,2.1874199326169563,252.9860392545957,18975901.8,334.6496617290261,54.2875,55.70500038146972,18975901.8
2020-10-14,53.900001525878906,54.0,52.25,52.95000076293945,15451124.0,2,0,0,42,2020,54.194368756405744,49.32772859670123,45.011004143067574,2.1597470257914986,177.15553267119603,18811835.75,252.9860392545957,54.04750003814697,55.77000038146973,18811835.75
2020-10-15,53.09999847412109,54.75,52.70000076293945,52.900001525878906,23963776.0,3,0,0,42,2020,54.1436092571694,49.36327360097165,44.86643402129512,2.1519078980250024,-518.5344840287411,19099218.1,177.15553267119603,53.85250015258789,55.84900039672851,19099218.1
2020-10-16,53.54999923706055,54.59999847412109,52.29999923706055,54.150001525878906,24636965.0,4,0,1,42,2020,54.143859934373694,49.41090273455282,49.25464462329374,2.162485850813255,-1164.5323566786817,18963049.7,-518.5344840287411,53.722500228881835,55.94400039672851,18963049.7
2020-10-19,54.34999847412109,55.54999923706055,53.900001525878906,55.20000076293945,18875642.0,0,1,0,43,2020,54.18527722176843,49.46850570000941,52.66293333124829,2.125879555125283,-1115.70841881872,19121977.0,-1164.5323566786817,53.67250022888184,56.05400039672852,19121977.0
2020-10-20,55.0,56.150001525878906,54.54999923706055,54.75,17720431.0,1,0,0,43,2020,54.207423213071635,49.521057882098866,51.079514561887336,2.088316893246217,-1062.32425426968,18645327.45,-1115.70841881872,53.760000228881836,56.12000038146973,18645327.45
2020-10-21,54.84999847412109,55.34999847412109,53.20000076293945,53.95000076293945,17054864.0,2,0,0,43,2020,54.197328215027234,49.565126965490315,48.2992136073897,2.0927226659558897,-1012.7532443312858,17771881.95,-1062.32425426968,53.885000228881836,56.161000366210935,17771881.95
2020-10-22,53.900001525878906,55.59999847412109,53.45000076293945,55.09999847412109,15185237.0,3,0,0,43,2020,54.23272704871719,49.6202003138349,52.31711827676085,2.0968137406148717,-964.4894334688994,17307077.1,-1012.7532443312858,53.96750011444092,56.204000320434574,17307077.1
2020-10-23,55.09999847412109,55.70000076293945,54.70000076293945,55.25,13365938.0,4,0,1,43,2020,54.27262010563024,49.67621822115993,52.832030316061925,2.018469901999524,-913.1443735401322,16894091.3,-964.4894334688994,54.20750007629395,56.18700035095215,16894091.3
2020-10-26,55.650001525878906,55.70000076293945,52.95000076293945,53.900001525878906,20120597.0,0,1,0,44,2020,54.258007612306656,49.718245915734244,47.826381680675006,2.070722051856701,-865.4668178919911,16691842.4,-913.1443735401322,54.24750022888183,56.16600036621094,16691842.4
2020-10-27,54.5,54.5,53.0,53.75,13240998.0,1,0,0,44,2020,54.23808574515738,49.75836287179659,47.29023744857744,2.029956191009794,-821.0119810162415,16544415.3,-865.4668178919911,54.22750015258789,56.12000038146973,16544415.3
2020-10-28,53.79999923706055,54.09999847412109,52.900001525878906,53.09999847412109,13646853.0,2,0,0,44,2020,54.19345487178341,49.79161297729236,44.93928598396771,1.9706733879549647,-779.7324896316169,16307537.35,-821.0119810162415,54.185000038146974,56.06900032043457,16307537.35
2020-10-29,52.59999847412109,53.09999847412109,51.650001525878906,52.09999847412109,15351350.0,3,0,0,44,2020,54.11135854246332,49.81458198721106,41.51953155482687,1.933482213689766,-741.401533345894,16534863.85,-779.7324896316169,54.125,55.9770002746582,16534863.85
2020-10-30,52.45000076293945,52.84999847412109,51.650001525878906,52.150001525878906,12994219.0,4,0,1,44,2020,54.034442581028635,49.83781999257094,41.75819438013843,1.8810904090149387,-705.8085025091513,16488885.05,-741.401533345894,54.01000003814697,55.7920002746582,16488885.05
2020-11-02,52.400001525878906,52.900001525878906,52.0,52.650001525878906,9575485.0,0,1,0,45,2020,53.980150774944335,49.865801898375004,44.210013178589236,1.8110126316480792,-671.3068036800267,16288505.5,-705.8085025091513,53.95000019073486,55.60600028991699,16288505.5
2020-11-03,52.70000076293945,53.84999847412109,52.650001525878906,53.59999847412109,11671919.0,1,0,0,45,2020,53.965242841578714,49.902958083208304,48.63449102589327,1.7673686542619438,-655.6228987075319,16329593.35,-671.3068036800267,53.900000190734865,55.46000022888184,16329593.35
2020-11-04,53.25,53.95000076293945,52.29999923706055,53.29999923706055,13555398.0,2,0,0,45,2020,53.93915485708781,49.936759487724245,47.35724425828839,1.7589852879488697,-644.5051506400034,15754127.45,-655.6228987075319,53.757500076293944,55.32600021362305,15754127.45
2020-11-05,53.5,55.84999847412109,53.5,55.34999847412109,22517409.0,3,0,0,45,2020,53.994482057755775,49.990622562215755,55.88335792890266,1.815486284313989,-537.015079213881,16043129.6,-644.5051506400034,53.775,55.180000152587894,16043129.6
2020-11-06,55.34999847412109,56.75,54.5,54.70000076293945,21662709.0,4,0,1,45,2020,54.02214945795906,50.03748204680007,52.954756375330334,1.8465229782915613,-746.3902330886413,16604652.05,-537.015079213881,53.7875,55.042000198364256,16604652.05
2020-11-09,55.45000076293945,55.59999847412109,53.900001525878906,54.95000076293945,22041528.0,0,1,0,46,2020,54.058535783644565,50.08636283004524,53.95425040957912,1.836056833288034,-940.8100188294893,17062748.1,-746.3902330886413,53.89250011444092,54.917000198364256,17062748.1
2020-11-10,55.5,57.09999847412109,55.0,56.70000076293945,23878927.0,1,0,0,46,2020,54.1621226455777,50.1521701726611,60.31077619853892,1.8584811817090054,-829.2099505446673,17325568.45,-940.8100188294893,54.025000190734865,54.876000213623044,17325568.45
2020-11-11,57.45000076293945,58.5,56.70000076293945,57.25,40249499.0,2,0,0,46,2020,54.28321587516289,50.222795345072434,62.08243243364013,1.8543038999484012,-906.3273414759005,18565487.2,-829.2099505446673,54.24000015258789,54.83100021362305,18565487.2
2020-11-12,57.400001525878906,57.400001525878906,55.20000076293945,55.59999847412109,19585504.0,3,0,0,46,2020,54.33485440845537,50.27629985381919,54.257610595681385,1.8789965330191907,-977.9363473406169,18346573.6,-906.3273414759005,54.375,54.72400016784668,18346573.6
2020-11-13,55.0,55.75,54.59999847412109,55.25,15417488.0,4,0,1,46,2020,54.37074247086888,50.32578940751253,52.73914380958508,1.8269254610805996,-1044.4304242149963,17885599.75,-977.9363473406169,54.429999923706056,54.61500015258789,17885599.75
2020-11-14,56.0,56.20000076293945,55.54999923706055,55.95000076293945,2578865.0,5,0,0,46,2020,54.43267416859714,50.38175170955658,55.42599337675961,1.7642879826419464,-1014.447917633819,17070760.9,-1044.4304242149963,54.46749992370606,54.5560001373291,17070760.9
2020-11-17,56.5,58.20000076293945,55.900001525878906,57.650001525878906,26801425.0,1,0,0,47,2020,54.5588438688827,50.45407260325133,61.19573672570651,1.802553072243275,-849.92945228097,17524810.6,-1014.447917633819,54.6125,54.5610001373291,17524810.6
2020-11-18,57.84999847412109,61.25,57.70000076293945,60.59999847412109,54298315.0,2,0,0,47,2020,54.79575189261754,50.55502708952864,68.75406122158083,1.9309420295202622,-766.1651324566595,19386983.15,-849.92945228097,54.944999885559085,54.66900009155273,19386983.15
2020-11-19,60.25,61.45000076293945,58.75,59.150001525878906,28987133.0,3,0,0,47,2020,54.96650678019641,50.64054922322367,62.32780378102546,1.9858747961930616,-675.3635850334671,20077077.95,-766.1651324566595,55.14750003814697,54.73900009155273,20077077.95
2020-11-20,59.54999923706055,59.900001525878906,56.70000076293945,58.09999847412109,23428511.0,4,0,1,47,2020,55.089388807409144,50.714772598854495,58.09337777291367,2.0725980795320895,-591.047862426217,20580206.6,-675.3635850334671,55.28999996185303,54.79200004577637,20580206.6
2020-11-23,58.84999847412109,59.75,57.79999923706055,58.84999847412109,24196085.0,0,1,0,48,2020,55.236863696299814,50.795720120001434,60.174644635377945,2.063841128346901,-465.2039594818048,20783981.0,-591.047862426217,55.537499809265135,54.835,20783981.0
