Date,Open,High,Low,Close,Volume,weekday,is_monday,is_friday,week,year,ema_50,ema_200,rsi,atr,adx,volume_sma20,adx_prev,sma_20,sma_50,avg_volume_20
2020-11-24,59.34999847412109,60.150001525878906,58.34999847412109,59.95000076293945,25057495.0,1,0,0,48,2020,55.42169260087392,50.88680748958291,63.071481299575616,2.044995551447681,-216.4049015778901,21374805.85,-465.2039594818048,55.84749984741211,54.89200004577637,21374805.85
2020-11-25,60.45000076293945,63.900001525878906,60.20000076293945,61.5,75949155.0,2,0,0,48,2020,55.66005759691808,50.9924113951592,66.74242334765711,2.1810673522685216,-175.94976509492113,24489920.95,-216.4049015778901,56.267499923706055,54.967000045776366,24489920.95
2020-11-26,62.20000076293945,62.70000076293945,61.20000076293945,62.34999847412109,30119954.0,3,0,0,48,2020,55.92240821955349,51.10542221186529,68.58659763830568,2.1324196842493417,-126.93980559800343,25228351.15,-175.94976509492113,56.77999992370606,55.07800003051758,25228351.15
2020-11-27,63.0,65.25,62.45000076293945,64.9000015258789,56608140.0,4,0,1,48,2020,56.27447070215449,51.24268170752712,73.35929888691884,2.187246958651454,-95.91605524800985,27409047.2,-126.93980559800343,57.41749992370605,55.24100006103516,27409047.2
2020-12-01,65.5999984741211,69.44999694824219,65.0,68.8499984741211,70704403.0,1,0,0,49,2020,56.76762865399632,51.417878889284275,78.74607732045183,2.3560147060594416,-74.02954714487431,30465493.1,-95.91605524800985,58.22749977111816,55.49400001525879,30465493.1
2020-12-02,69.5,69.6500015258789,66.69999694824219,67.94999694824219,46261091.0,2,0,0,49,2020,57.206152900829494,51.582377576438084,75.02375947285623,2.3984425540292476,-48.03442706853869,32194951.7,-74.02954714487431,58.94499969482422,55.79299995422363,32194951.7
2020-12-03,68.5,69.69999694824219,67.5999984741211,69.25,37361699.0,3,0,0,49,2020,57.67846063020873,51.75817481448348,76.73449479584187,2.3771251197500938,-19.14212646217602,33385266.75,-48.03442706853869,59.74249973297119,56.14899993896484,33385266.75
2020-12-04,71.69999694824219,73.5999984741211,69.3499984741211,71.6500015258789,97738908.0,4,0,1,49,2020,58.22636419474482,51.95610343847747,79.52301387341777,2.518044645062308,-0.43576925076385464,37146341.7,-19.14212646217602,60.55749988555908,56.51299995422363,37146341.7
2020-12-07,72.44999694824219,73.3499984741211,71.1500015258789,71.6500015258789,39355314.0,0,1,0,50,2020,58.75278134498537,52.152062623426744,79.52301387341777,2.4953269524322996,23.85502239455728,38030971.95,-0.43576925076385464,61.40499992370606,56.93699996948242,38030971.95
2020-12-08,73.0,73.0999984741211,70.25,72.0,43645664.0,1,0,0,50,2020,59.27228011577026,52.3495545376215,79.92986491113074,2.5206606325529277,46.410757493784054,39111178.75,23.85502239455728,62.257499885559085,57.315,39111178.75
2020-12-09,72.5999984741211,75.0,71.9000015258789,73.1500015258789,58476323.0,2,0,0,50,2020,59.81650448479413,52.55652415939521,81.24820990367112,2.562041906950654,62.954811827745004,40841048.55,46.410757493784054,63.079999923706055,57.695,40841048.55
2020-12-10,73.0,73.44999694824219,71.0,72.6500015258789,29242808.0,3,0,0,50,2020,60.31977887856216,52.756459257569176,78.8238738285358,2.554038695614335,78.31714799499446,40290714.0,62.954811827745004,63.85,58.06900001525879,40290714.0
2020-12-11,72.75,74.0999984741211,72.1500015258789,72.80000305175781,36847385.0,4,0,1,50,2020,60.80919943437375,52.95589750427752,79.02606827765575,2.5108928565163247,98.52821426166881,41153808.05,78.31714799499446,64.71000022888184,58.45900009155273,41153808.05
2020-12-14,73.44999694824219,74.0999984741211,72.80000305175781,73.44999694824219,20767955.0,0,1,0,51,2020,61.304916983937225,53.15981889177966,79.92074984158475,2.42440018264825,122.39556236533912,41421331.4,98.52821426166881,65.62000007629395,58.83900001525879,41421331.4
2020-12-15,73.4000015258789,75.5,72.5,75.1500015258789,38943070.0,1,0,0,51,2020,61.84786147577808,53.37862667918363,82.07445612595313,2.4655144553162325,138.2805379013725,43239541.65,122.39556236533912,66.58000011444092,59.265000076293944,43239541.65
2020-12-16,75.5,76.44999694824219,74.6500015258789,76.1500015258789,36595158.0,2,0,0,51,2020,62.40872971303694,53.60520752342936,83.21495801590845,2.4179773815338788,177.68268254085447,43729228.3,138.2805379013725,67.50500011444092,59.6960001373291,43729228.3
2020-12-17,76.25,76.69999694824219,74.6500015258789,75.19999694824219,28073186.0,3,0,0,51,2020,62.91034803598617,53.820081050044415,78.1292908771478,2.391692955878836,210.53875985746996,42417971.85,177.68268254085447,68.23500003814698,60.077000045776366,42417971.85
2020-12-18,75.0,76.44999694824219,73.6500015258789,76.05000305175781,49891456.0,4,0,1,51,2020,63.42562862483996,54.041274303792804,79.34558990270475,2.4208574177705824,241.0479745086129,43463188.0,210.53875985746996,69.08000011444092,60.498000106811524,43463188.0
2020-12-21,75.8499984741211,75.8499984741211,66.4000015258789,69.05000305175781,51731072.0,0,1,0,52,2020,63.64619232785635,54.19061488834967,53.13734151584312,2.937224854064034,269.37795954181706,44878316.05,241.0479745086129,69.62750034332275,60.79000015258789,44878316.05
2020-12-22,69.0,71.9000015258789,66.69999694824219,71.6500015258789,46224467.0,1,0,0,52,2020,63.960067198367035,54.3643401285241,58.60635072701364,3.098851977176369,303.7483152715904,45979735.15,269.37795954181706,70.26750049591064,61.16600021362305,45979735.15
2020-12-23,72.0,74.44999694824219,71.5,74.1500015258789,30689573.0,2,0,0,52,2020,64.3596724661126,54.5612123812341,63.06929010350561,3.0882194751096415,237.7980398273761,46261339.05,303.7483152715904,70.97750053405761,61.56800025939941,46261339.05
2020-12-24,74.5999984741211,75.5999984741211,74.25,74.5,23223241.0,3,0,0,52,2020,64.7573323694023,54.75960827793824,63.66001174285647,2.971203580333395,195.05696196623097,43625043.35,237.7980398273761,71.62750053405762,61.999000244140625,43625043.35
2020-12-28,75.25,77.94999694824219,75.0999984741211,77.19999694824219,35601036.0,0,1,0,53,2020,65.24527999994505,54.982895727394,67.92262430688152,3.005403106612595,127.4879290129945,43899097.45,195.05696196623097,72.37000045776367,62.485000152587894,43899097.45
2020-12-29,78.0,78.80000305175781,76.25,76.55000305175781,28745694.0,1,0,0,53,2020,65.68860247256517,55.1974938102235,65.91803226731002,2.972874531265825,79.09958772349466,42505975.15,127.4879290129945,72.95250053405762,62.93300018310547,42505975.15
2020-12-30,76.94999694824219,76.94999694824219,75.19999694824219,75.80000305175781,17918812.0,2,0,0,53,2020,66.08512798547468,55.40249390217907,63.58612864698119,2.8855263504611233,34.167556526102,39866695.6,79.09958772349466,73.30000076293945,63.34500022888184,39866695.6
2020-12-31,75.8499984741211,76.5,75.4000015258789,75.6500015258789,15495713.0,3,0,0,53,2020,66.46022106549054,55.60396163972832,63.105298944875486,2.7579886450082642,-5.670960218956843,38328426.7,34.167556526102,73.68500099182128,63.76300025939941,38328426.7
2021-01-01,76.0,77.75,75.80000305175781,77.3499984741211,19041567.0,4,0,1,53,2021,66.88727115994665,55.82034011569243,66.2226888563138,2.7109893470877524,-71.69149235816585,37412420.1,-5.670960218956843,74.09000091552734,64.23100021362305,37412420.1
2021-01-04,78.05000305175781,79.6500015258789,77.5,79.25,23712305.0,0,1,0,1,2021,67.37208405563501,56.053471059814896,69.3407142924474,2.681633183135614,1041.9469480250564,33711089.95,-71.69149235816585,74.47000083923339,64.71400024414062,33711089.95
2021-01-05,78.0,82.19999694824219,77.9000015258789,81.1500015258789,46181972.0,1,0,0,1,2021,67.9123945446642,56.30318778087026,72.1130178448281,2.7972304859375905,1020.3971662963527,34052422.85,1041.9469480250564,74.9450008392334,65.2320002746582,34052422.85
2021-01-06,82.0,83.5,80.75,82.44999694824219,46157617.0,2,0,0,1,2021,68.48249659970647,56.563355036267,73.8549858980181,2.7938568797991916,549.7387171297978,34178020.5,1020.3971662963527,75.46750068664551,65.80300018310547,34178020.5
2021-01-07,83.1500015258789,83.6500015258789,81.5,81.8499984741211,35219703.0,3,0,0,1,2021,69.00671235948744,56.814963428683456,71.6309967294289,2.7478672116620286,378.444447448267,33015189.5,549.7387171297978,75.90250053405762,66.3650001525879,33015189.5
2021-01-08,84.3499984741211,84.5999984741211,82.5999984741211,83.05000305175781,41178215.0,4,0,1,1,2021,69.55742964153725,57.076008599062305,73.35891126307868,2.7480195536861696,284.07079849646533,33611959.85,378.444447448267,76.42250061035156,66.96400024414062,33611959.85
2021-01-11,83.5999984741211,83.94999694824219,82.1500015258789,83.30000305175781,25575169.0,0,1,0,2,2021,70.09635408899689,57.33694386724834,73.71806248463677,2.6803035443059633,196.4381244697924,33048349.05,284.07079849646533,76.94750061035157,67.58800033569337,33048349.05
2021-01-12,83.0,87.30000305175781,82.6500015258789,86.05000305175781,43670529.0,1,0,0,2,2021,70.72198738165417,57.62264594868624,77.33728068532561,2.820996257275459,279.34987532993495,34193477.75,196.4381244697924,77.57750091552734,68.26600036621093,34193477.75
2021-01-13,86.9000015258789,87.6500015258789,83.75,85.8499984741211,37272052.0,2,0,0,2,2021,71.31524271861366,57.90351512804381,76.5120428864658,2.898068062175706,725.2434596128478,34109926.85,279.34987532993495,78.11250076293945,68.93000030517578,34109926.85
2021-01-14,86.0999984741211,87.1500015258789,84.9000015258789,85.94999694824219,20620191.0,3,0,0,2,2021,71.88915464918733,58.18258459889156,76.64622217340192,2.8517774863060126,508.1261532646689,33311178.5,725.2434596128478,78.60250053405761,69.5770002746582,33311178.5
2021-01-15,86.4000015258789,88.0,84.3499984741211,85.55000305175781,35416980.0,4,0,1,2,2021,72.42487419438618,58.45489722031312,74.80537508922684,2.908793489132648,3253.0630654253746,33678368.2,508.1261532646689,79.1200008392334,70.22200035095214,33678368.2
2021-01-18,85.8499984741211,85.8499984741211,81.0,82.0999984741211,31480725.0,0,1,0,3,2021,72.80429083280715,58.69017185965449,61.16102881382598,3.047450988060394,5801.933055288777,32757831.65,3253.0630654253746,79.42250061035156,70.75700035095215,32757831.65
2021-01-19,82.75,85.69999694824219,82.5999984741211,85.4000015258789,25469132.0,1,0,0,3,2021,73.29824027175115,58.955941309069665,67.3041837087618,3.086918665636158,5303.55062689241,31444734.65,5801.933055288777,80.24000053405761,71.37100036621094,31444734.65
2021-01-20,85.5999984741211,86.44999694824219,84.1500015258789,84.80000305175781,19476831.0,2,0,0,3,2021,73.74928979253572,59.21309615228049,65.28237446118692,3.030709862545238,4880.509703167375,30107352.85,5303.55062689241,80.89750061035156,71.9680004119873,30107352.85
2021-01-21,85.5,85.69999694824219,82.19999694824219,83.0,16889392.0,3,0,0,3,2021,74.11206274184804,59.44978176270556,59.507075102737026,3.06423058664915,4487.685988279843,29417343.8,4880.509703167375,81.34000053405762,72.49400039672851,29417343.8
2021-01-22,82.9000015258789,83.0999984741211,77.94999694824219,79.4000015258789,42934185.0,4,0,1,3,2021,74.31943289024142,59.64829141209037,49.98315059136616,3.2132142251655615,4122.921110169991,30402891.0,4487.685988279843,81.58500061035156,72.93700042724609,30402891.0
2021-01-25,84.0,84.0,78.0,79.25,55671719.0,0,1,0,4,2021,74.51278846317312,59.84333328858699,49.62674771661349,3.41227035193945,3753.368242836383,31406425.15,4122.921110169991,81.68750076293945,73.41000045776367,31406425.15
2021-01-27,79.6500015258789,79.80000305175781,75.6500015258789,75.94999694824219,47062543.0,2,0,0,4,2021,74.56914958023465,60.00359859863332,42.454650202324494,3.4649654357922683,3410.212008883748,32322267.6,3753.368242836383,81.65750045776367,73.82400039672852,32322267.6
2021-01-28,75.0,77.9000015258789,74.44999694824219,77.0999984741211,40097316.0,3,0,0,4,2021,74.66839855646549,60.17371203023022,45.4151901869674,3.463896803066872,3091.5669344991575,33431192.8,3410.212008883748,81.72250022888184,74.24700035095215,33431192.8
2021-01-29,78.55000305175781,78.5999984741211,75.0,75.4000015258789,28386915.0,4,0,1,4,2021,74.6970888689915,60.325217398346126,41.97717117862442,3.4736183509993164,2680.5830570035055,34075752.9,3091.5669344991575,81.71000022888184,74.60200035095215,34075752.9
2021-02-01,76.4000015258789,81.19999694824219,74.5,79.9000015258789,45909331.0,0,1,0,5,2021,74.90112465945768,60.51999136976437,52.276101210378954,3.704073965088093,2539.1390863881975,35419141.1,2680.5830570035055,81.83750038146972,74.9880004119873,35419141.1
2021-02-02,81.5,84.0999984741211,79.6500015258789,83.5999984741211,47955673.0,1,0,0,5,2021,75.24225696591508,60.74964318174802,58.75805439224712,3.7573541781705284,2314.8263370315917,36631309.5,2539.1390863881975,82.05500030517578,75.47700035095215,36631309.5
2021-02-03,84.1500015258789,85.5,82.25,84.19999694824219,41816643.0,2,0,0,5,2021,75.59354088679065,60.98298003514598,59.71362251838208,3.721114594015491,2123.3369426989584,36413043.05,2314.8263370315917,82.20750007629394,75.99900032043458,36413043.05
