Date,Open,High,Low,Close,Volume,weekday,is_monday,is_friday,week,year,sma_20,sma_50,ema_50,ema_200,rsi,atr,adx,adx_prev,avg_volume_20
2020-03-12,231.8999938964844,231.8999938964844,208.6000061035156,212.6000061035156,99767083.0,3,0,0,11,2020,299.12000198364257,312.0500021362305,306.601290589704,324.743898438731,17.443888099090074,16.269816691784147,-25173.493872504754,-20944.60038075606,64483459.0
2020-03-13,200.0,248.8000030517578,184.6499938964844,242.0,155701316.0,4,0,1,11,2020,295.210001373291,310.20100189208983,304.0679066450097,323.9205760662063,33.36533131709756,19.689830439176237,-23358.727769150802,-25173.493872504754,70321982.35
2020-03-16,227.8999938964844,231.3999938964844,220.6000061035156,223.3500061035156,75583409.0,0,1,0,12,2020,290.00500106811523,307.88200225830076,300.90249878063736,322.91987387752283,29.48119532915321,19.811984971841106,-21715.775103075288,-23358.727769150802,70975349.95
2020-03-17,227.1999969482422,229.8999938964844,212.0500030517578,215.1499938964844,65403057.0,1,0,0,12,2020,284.79250106811526,305.51100189208984,297.53965545184707,321.84753676328364,27.941048344517654,19.67184253419007,-20190.17619886231,-21715.775103075288,71835205.45
2020-03-18,221.0,223.1499938964844,200.1000061035156,215.1999969482422,101356399.0,2,0,0,12,2020,279.8425003051758,303.4350018310547,294.31064923601946,320.78636721288524,27.96576118968649,19.913138624102835,-18773.54864495026,-20190.17619886231,75055490.8
2020-03-19,202.9499969482422,219.75,198.1499938964844,203.6499938964844,93533467.0,3,0,0,12,2020,274.1475006103516,301.1400018310547,290.7553294187828,319.6208311599857,25.76750898941286,20.033629158346603,-17458.1087734605,-18773.54864495026,77802735.0
2020-03-20,205.5500030517578,215.6999969482422,200.0,209.8500061035156,77391650.0,4,0,1,12,2020,268.62250061035155,298.9410021972656,287.5825716417135,318.52858414449844,28.994075253106942,19.724084000482005,-16234.619871879695,-17458.1087734605,79679981.15
2020-03-23,190.0,199.5,180.25,181.6000061035156,61750037.0,0,1,0,13,2020,261.32000122070315,295.9690020751953,283.42639260099986,317.16611073115536,23.89719846020418,20.429507007841547,-15098.52303469752,-16234.619871879695,80759962.55
2020-03-24,190.9499969482422,191.9499969482422,173.5500030517578,183.1999969482422,67491360.0,1,0,0,13,2020,254.33250045776367,292.98800201416014,279.49594571265646,315.83311457411145,24.704521781983573,20.28454178560175,-14043.575971599786,-15098.52303469752,81870833.75
2020-03-25,178.0,195.25,176.4499969482422,189.8999938964844,71567553.0,2,0,0,13,2020,247.48750076293945,290.17100189208986,275.98237897476736,314.58004869672214,28.14217989779968,20.1785033046129,-13073.84906349466,-14043.575971599786,83496675.95
2020-03-26,191.5500030517578,201.0,185.1000061035156,192.75,107260359.0,3,0,0,13,2020,240.7150001525879,287.4660018920898,272.7183641130118,313.3678094062075,29.614269608051984,19.87289548974658,-12160.896928655637,-13073.84906349466,86663929.85
2020-03-27,202.0,211.8999938964844,195.0,195.9499969482422,114740377.0,4,0,1,13,2020,234.41499938964844,284.9000018310547,269.7078399104718,312.19947296383975,31.315669365078108,19.821259661656423,-11364.307376340686,-12160.896928655637,90050446.7
2020-03-30,190.0,195.0,186.25,186.8999938964844,60081554.0,0,1,0,14,2020,228.60999908447266,282.172001953125,266.4604734001194,310.95271197809495,29.168254153506766,19.09831232498398,-10624.61707776252,-11364.307376340686,90069257.1
2020-03-31,192.0,198.5,188.0500030517578,196.8500061035156,59543412.0,1,0,0,14,2020,224.0824996948242,279.74900207519534,263.7306511531938,309.8173616708852,34.48736414156734,18.562719023450526,-10105.590513028672,-10624.61707776252,89710857.05
2020-04-01,194.0,194.5,185.25,186.5500030517578,52954239.0,2,0,0,14,2020,218.91749954223633,277.20000213623047,260.70395907078455,308.59082078910285,31.82324348864502,18.06538238631232,-9623.637274347242,-10105.590513028672,89261099.9
