Date,Open,High,Low,Close,Volume,weekday,is_monday,is_friday,week,year,ema_50,ema_200,rsi,atr,adx,sma_20,sma_50,adx_prev,volume_sma20,avg_volume_20
2020-08-24,947.0,952.0,939.2000122070312,947.4000244140624,5798574.0,0,1,0,35,2020,878.2229319604646,763.1700246351237,59.31932648933209,20.408107918576665,129.99977995986126,955.6450012207031,858.6660046386719,121.87342011761983,8465652.1,8465652.1
2020-08-25,947.5,948.6500244140624,933.5999755859376,938.0999755859376,6233918.0,1,0,0,35,2020,880.5710513183263,764.9106211619975,55.068820689591085,20.025389412115814,137.54568552765687,954.4075012207031,863.40400390625,129.99977995986126,7986424.85,7986424.85
2020-08-26,941.25,954.25,938.4000244140624,950.7999877929688,5153601.0,2,0,0,35,2020,883.3251272585084,766.7602666011117,59.35218666196256,19.74857762654057,143.24413526961504,954.2399993896485,868.3470031738282,137.54568552765687,7686469.4,7686469.4
2020-08-27,960.0,960.9500122070312,945.2000122070312,947.0499877929688,6154280.0,3,0,0,35,2020,885.8241413971147,768.5541941751601,57.605897632828075,19.46296493893053,153.3970098260228,953.5199981689453,873.0100024414063,143.24413526961504,7369567.4,7369567.4
2020-08-28,951.4500122070312,952.5,933.0499877929688,935.25,7593610.0,4,0,1,35,2020,887.7624103619337,770.2128589097357,52.38307405098043,19.46203974379487,162.82467905697288,951.9824981689453,877.6040026855469,153.3970098260228,7114030.6,7114030.6
2020-08-31,935.25,950.5,914.5999755859376,928.5999755859376,12808355.0,0,1,0,36,2020,889.3638835079731,771.7888501204442,49.65099817224443,20.636181505956834,171.5789433428551,950.567495727539,882.102001953125,162.82467905697288,7330458.75,7330458.75
2020-09-01,926.25,935.0,912.0999755859376,914.1500244140624,6907773.0,1,0,0,36,2020,890.3358890337021,773.2053792178932,44.25034530739049,20.797884570821516,179.70790303688858,948.7824981689453,885.972001953125,171.5789433428551,7119188.9,7119188.9
2020-09-02,915.0,926.4000244140624,913.5,924.0,5678118.0,2,0,0,36,2020,891.6560502480668,774.7058232057749,48.37275092965341,20.233751702481577,188.994492136296,947.7474975585938,890.1690014648437,179.70790303688858,6922386.0,6922386.0
2020-09-03,926.5,949.4000244140624,924.0,935.5499877929688,8827948.0,3,0,0,36,2020,893.3773811321806,776.3062626544037,52.781837972778774,20.602771181880204,189.71315620762823,945.9824981689453,894.8700012207031,188.994492136296,6814958.85,6814958.85
2020-09-04,915.0,929.5,914.4500122070312,919.1500244140624,8650342.0,4,0,1,36,2020,894.3880730255878,777.7275936171864,46.68514361053137,20.638285782170012,190.38048713100815,944.3949981689453,898.2890014648438,189.71315620762823,6846928.55,6846928.55
2020-09-07,918.9000244140624,927.5499877929688,913.0499877929688,925.0499877929688,6700385.0,0,1,0,37,2020,895.5905010556812,779.1934880865972,48.96883049113685,20.199836797729297,191.00015155986094,943.0799987792968,902.1550012207031,190.38048713100815,6896131.85,6896131.85
2020-09-08,929.9500122070312,952.0,925.5499877929688,939.2999877929688,12891964.0,1,0,0,37,2020,897.3045985747905,780.7865875861631,54.084451069770644,20.681992184108008,188.66066927300477,942.6224975585938,906.2220007324219,191.00015155986094,7200607.95,7200607.95
2020-09-09,935.0,946.0,926.0,927.75,5528947.0,2,0,0,37,2020,898.498535885583,782.2489100977436,49.732772406428765,20.63327845667172,186.64016158651168,941.2624969482422,910.1390002441407,188.66066927300477,7131619.0,7131619.0
2020-09-10,935.2999877929688,942.0,924.7999877929688,940.0499877929688,5171884.0,3,0,0,37,2020,900.1280045878335,783.8190700748106,53.97940295649165,20.388045153125976,184.76397587762523,940.7049957275391,913.8080004882812,186.64016158651168,7135328.05,7135328.05
2020-09-11,934.9000244140624,954.1500244140624,931.0,945.7000122070312,6671903.0,4,0,1,37,2020,901.9151421415276,785.4298257179173,55.82552852038258,20.585329386050006,182.1379304315859,940.3099975585938,917.4680004882813,184.76397587762523,7235729.55,7235729.55
2020-09-14,957.0,991.0499877929688,948.2999877929688,978.4000244140624,21871587.0,0,1,0,38,2020,904.9145492894701,787.349927197481,64.66125695442244,22.35423268604197,178.32350814167472,941.3549987792969,921.7560009765625,182.1379304315859,7878898.4,7878898.4
2020-09-15,979.5,994.0,971.6500244140624,982.4500122070312,11608203.0,1,0,0,38,2020,907.955155678394,789.2912215756854,65.57954326242577,22.35392860746309,180.93200224982343,942.1,925.5220007324219,178.32350814167472,8152220.5,8152220.5
2020-09-16,986.0,1005.6500244140624,982.0,1001.75,10059251.0,2,0,0,38,2020,911.6333848674766,791.4052392714498,69.62963635949899,22.44650687936304,181.97411433554177,944.2225006103515,930.0630004882812,180.93200224982343,8324045.85,8324045.85
2020-09-17,995.0,1021.0,995.0,1011.0,15628241.0,3,0,0,38,2020,915.5301148726736,793.5902617662613,71.36848616175496,22.700327816551393,181.62689917856528,947.0149993896484,934.6490002441407,181.97411433554177,8822632.85,8822632.85
2020-09-18,1011.0,1018.7999877929688,999.0999755859376,1002.1500244140624,12897633.0,4,0,1,38,2020,918.9269740703752,795.6654832851449,67.39281289735001,22.48601955872852,182.4661238734761,949.6825012207031,939.0550012207032,181.62689917856528,9141825.85,9141825.85
2020-09-21,1001.0,1031.0,1000.5,1009.9000244140624,14140637.0,0,1,0,39,2020,922.4945446720884,797.7971702615521,69.02032907423133,23.05844673310505,182.18962416499576,952.8075012207031,943.312001953125,182.4661238734761,9558929.0,9558929.0
2020-09-22,1009.0,1022.5,991.2000122070312,1007.5,12625762.0,1,0,0,39,2020,925.8280919398496,799.8837655823328,67.89022646847415,23.64712823738103,181.93287443569258,956.2775024414062,947.797001953125,182.18962416499576,9878521.2,9878521.2
2020-09-23,1020.1500244140624,1037.0,1008.0999755859376,1019.75,13486204.0,2,0,0,39,2020,929.5113040206398,802.0714893078817,70.54151151665211,24.06519050613953,188.48098218511032,959.7250030517578,951.5730017089844,181.93287443569258,10295151.35,10295151.35
2020-09-24,1003.0,1009.0,970.0,975.4000244140624,14427432.0,3,0,0,39,2020,931.310861683127,803.7961513487393,53.362525229237455,25.899819755700992,194.5613679524268,961.1425048828125,952.8610021972656,188.48098218511032,10708808.95,10708808.95
2020-09-25,975.7999877929688,1014.9000244140624,975.0,1011.4500122070312,13311078.0,4,0,1,39,2020,934.4535734683782,805.8623589194686,61.55770522435933,26.899834374155375,198.70290363396788,964.952505493164,955.027001953125,194.5613679524268,10994682.35,10994682.35
2020-09-28,1014.7999877929688,1016.1500244140624,998.5,1010.4000244140624,8554526.0,0,1,0,40,2020,937.4318656623266,807.8975595711562,61.220276100041445,26.239133662720164,229.8759646148354,969.0425079345703,956.5490026855468,198.70290363396788,10781990.9,10781990.9
2020-09-29,1018.0,1028.0,1004.0999755859376,1009.0,8708463.0,1,0,0,40,2020,940.2384591657649,809.8985788789059,60.74216759281521,26.07205443067318,244.64925461721546,973.7850067138672,957.9940026855469,229.8759646148354,10872025.4,10872025.4
2020-09-30,1009.0,1023.9500122070312,1005.0,1008.25,8048817.0,2,0,0,40,2020,942.9055784141663,811.8722248602104,60.46972218100938,25.56333712898447,259.56636738345975,977.9975067138672,959.8010021972656,244.64925461721546,10990560.35,10990560.35
2020-10-01,1020.5999755859376,1026.5,1011.75,1017.6500244140624,5563358.0,3,0,0,40,2020,945.8367331592602,813.9197651542786,62.72626964760717,25.040955905485582,286.7811233215507,982.1025085449219,961.9950024414062,259.56636738345975,10827330.85,10827330.85
2020-10-05,1018.0499877929688,1054.9000244140625,1018.0499877929688,1048.699951171875,14212509.0,0,1,0,41,2020,949.8705848460295,816.255886408185,69.01764160340343,25.91303048366519,288.69214433805877,988.5800048828125,964.512001953125,286.7811233215507,11105439.2,11105439.2
2020-10-06,1055.0,1060.0,1031.3499755859375,1055.75,9090819.0,1,0,0,41,2020,954.0227187736361,818.6389124140737,70.24567135009205,26.108530050122138,303.4363926558293,995.1150054931641,966.6580017089843,288.69214433805877,11224960.9,11224960.9
2020-10-07,1044.9000244140625,1072.0,1035.5,1066.550048828125,9284008.0,2,0,0,41,2020,958.4355552463612,821.1056898908305,72.07189577690568,26.850777903684843,308.6875575396961,1001.4775085449219,968.7320031738282,303.4363926558293,11044563.1,11044563.1
2020-10-08,1090.0,1124.0,1088.4000244140625,1093.699951171875,21482613.0,3,0,0,41,2020,963.7400413610873,823.8180706000946,76.05126161838166,29.036433137127,198.32916953064455,1009.7750061035156,971.5230017089843,308.6875575396961,11842246.4,11842246.4
2020-10-09,1095.0999755859375,1113.300048828125,1088.449951171875,1106.800048828125,10567867.0,4,0,1,41,2020,969.3502377323437,826.6338116769905,77.70218055957358,28.73740917420721,96.13161211892556,1018.1125091552734,974.4300024414063,198.32916953064455,12112045.55,12112045.55
2020-10-12,1123.0,1140.0,1112.0999755859375,1132.0999755859375,14633537.0,0,1,0,42,2020,975.732580393269,829.6732759944925,80.49823961947145,29.056162174040626,194.20403018601712,1027.4325073242187,977.752001953125,96.13161211892556,12510127.25,12510127.25
2020-10-13,1135.550048828125,1166.050048828125,1135.550048828125,1157.800048828125,17523825.0,1,0,0,42,2020,982.8724811162045,832.9382190077627,82.85073718514091,29.40572725033683,218.71627274449895,1036.4025085449218,981.7700024414063,194.20403018601712,12292739.15,12292739.15
2020-10-14,1162.0,1164.9000244140625,1131.0999755859375,1137.0,16649573.0,2,0,0,42,2020,988.9166975430201,835.9637093658944,74.96851041434017,29.719607363035987,241.47764083451779,1044.1300079345704,985.5130029296874,218.71627274449895,12544807.65,12544807.65
2020-10-15,1180.0,1186.0,1092.5,1108.25,44288251.0,3,0,0,42,2020,993.5964348942742,838.6730256906119,65.66879284754444,34.2753496942477,250.42972927493952,1049.4550079345704,988.7840026855469,241.47764083451779,14256257.65,14256257.65
2020-10-16,1113.8499755859375,1135.949951171875,1096.9000244140625,1127.5,18365685.0,4,0,1,42,2020,998.8475550944988,841.5469259324964,68.48750802373041,34.61639091307376,261.9428734453829,1055.2800079345702,991.9170031738281,250.42972927493952,14393129.85,14393129.85
2020-10-19,1135.0,1139.0,1115.300048828125,1125.9000244140625,12902123.0,0,1,0,43,2020,1003.8300048717367,844.3763099969896,67.98786385770856,33.83664521727385,300.45818150825824,1061.4675079345702,995.4170031738281,261.9428734453829,14393354.35,14393354.35
2020-10-20,1118.9000244140625,1144.699951171875,1110.0,1137.5,10448776.0,1,0,0,43,2020,1009.071965465002,847.2929636288603,69.71304037454675,33.898309928316785,326.0777383373959,1067.8475067138672,999.1400036621094,300.45818150825824,14208761.3,14208761.3
2020-10-21,1141.1500244140625,1154.3499755859375,1135.0,1148.3499755859375,19811433.0,2,0,0,43,2020,1014.5338482148427,850.2885557876373,71.27249642321286,32.859143189575406,1549.6990150738275,1074.8900054931642,1003.1380029296874,326.0777383373959,14568044.85,14568044.85
2020-10-22,1142.0,1158.0,1123.800048828125,1129.050048828125,11271335.0,3,0,0,43,2020,1019.024679611442,853.0623019870452,64.87370779612539,32.95491518831109,1722.9367135246155,1080.3550079345703,1006.6200036621094,1549.6990150738275,14457301.4,14457301.4
2020-10-23,1133.0,1135.0,1120.1500244140625,1122.5,9069862.0,4,0,1,43,2020,1023.0825353129541,855.7432741065771,62.81262105523172,31.661705216712978,1883.80029065749,1087.7100067138672,1010.0460034179688,1722.9367135246155,14189422.9,14189422.9
2020-10-26,1122.25,1129.5999755859375,1103.1500244140625,1112.449951171875,6309368.0,0,1,0,44,2020,1026.5871398564414,858.2975694007592,59.6796105769294,31.289437070653122,2033.1736122808725,1092.7600036621093,1013.2230029296875,1883.80029065749,13839337.4,13839337.4
2020-10-27,1105.699951171875,1109.699951171875,1077.1500244140625,1090.8499755859375,10172479.0,1,0,0,44,2020,1029.1072510615197,860.611523691159,53.50283913285848,31.575900619735936,2171.877410931158,1096.7825012207031,1015.8900024414063,2033.1736122808725,13920235.05,13920235.05
2020-10-28,1095.5,1104.75,1070.050048828125,1076.550048828125,7608392.0,2,0,0,44,2020,1030.96775293472,862.7601657323229,49.826140484806174,31.799047087745873,2300.673795392137,1100.1600036621094,1018.0700036621093,2171.877410931158,13865231.5,13865231.5
2020-10-29,1070.0,1082.0,1060.0999755859375,1074.8499755859375,6935616.0,3,0,0,44,2020,1032.6886244112384,864.8705120990255,49.391577623911104,31.091974039625633,2420.2704381059025,1103.4900024414062,1020.3810034179687,2300.673795392137,13809571.45,13809571.45
2020-10-30,1072.0,1083.5999755859375,1052.3499755859375,1060.5999755859375,8800386.0,4,0,1,44,2020,1033.783187202403,866.8180689496415,45.78688395765802,31.103261608223804,2435.3099753742226,1105.6375,1022.4900024414062,2420.2704381059025,13971422.85,13971422.85
2020-11-02,1065.0,1079.949951171875,1051.0999755859375,1072.300048828125,7183119.0,0,1,0,45,2020,1035.293652364196,868.8626657643529,49.07327766506954,30.942312606631923,2449.27525998052,1106.8175048828125,1024.9600036621093,2435.3099753742226,13619953.35,13619953.35
2020-11-03,1072.0,1079.4000244140625,1057.5,1062.550048828125,7204782.0,1,0,0,45,2020,1036.3625306568993,870.7899034067785,46.54132997796674,30.296434878591253,1947.0301326174103,1107.1575073242188,1027.2630041503905,2449.27525998052,13525651.5,13525651.5
2020-11-04,1068.0,1116.0,1066.800048828125,1093.949951171875,15702690.0,2,0,0,45,2020,1038.620860873173,873.0104013944909,54.65547688366881,31.950257470968662,1837.0056024123373,1108.5275024414063,1030.3800036621094,1947.0301326174103,13846585.6,13846585.6
2020-11-05,1109.9000244140625,1123.0,1099.0,1104.0,9568890.0,3,0,0,45,2020,1041.1847486820682,875.3088053607149,56.909857316708745,31.743099710765545,-2104.7850183003293,1109.0425048828124,1033.44400390625,1837.0056024123373,13250899.45,13250899.45
2020-11-06,1108.0,1121.0999755859375,1091.699951171875,1112.75,8807127.0,4,0,1,45,2020,1043.9912291259086,877.6714043123496,58.82904679564563,31.57573718957247,-5765.019166104881,1109.3400024414063,1036.7580041503907,-2104.7850183003293,13162862.45,13162862.45
2020-11-09,1129.300048828125,1146.0,1121.1500244140625,1136.550048828125,10160320.0,0,1,0,46,2020,1047.6209867612897,880.2473112229544,63.580518611964166,31.695327390317296,-5393.875778642383,1109.5625061035157,1040.7840051269532,-5765.019166104881,12939201.6,12939201.6
2020-11-10,1113.8499755859375,1113.8499755859375,1078.0,1091.050048828125,15622869.0,1,0,0,46,2020,1049.324087234499,882.3448509006179,51.37384031689178,33.613521778732135,-5049.242633141492,1106.2250061035156,1044.033006591797,-5393.875778642383,12844153.8,12844153.8
2020-11-11,1096.0,1126.3499755859375,1087.0,1122.5,12514800.0,2,0,0,46,2020,1052.1937308723618,884.7344543742437,57.454127955156025,34.0232684792468,-4774.758557393584,1105.5000061035157,1048.2000061035155,-5049.242633141492,12637415.15,12637415.15
2020-11-12,1128.0999755859375,1142.0,1113.75,1117.75,9180976.0,3,0,0,46,2020,1054.7645649557985,887.053017017286,56.30890627204749,33.610892159300604,-4465.5767739238045,1105.9750061035156,1052.0750061035155,-4774.758557393584,10882051.4,10882051.4
2020-11-13,1120.0,1133.0,1117.0,1124.199951171875,6363212.0,4,0,1,46,2020,1057.4875212779975,889.4126880038989,57.54636495595917,32.35297129077914,-4176.439578194311,1105.8100036621095,1055.8480053710937,-4465.5767739238045,10281927.75,10281927.75
2020-11-14,1137.0,1139.6500244140625,1131.0999755859375,1133.449951171875,1136144.0,5,0,0,46,2020,1060.4664400973652,891.8409194782072,59.325582775036644,31.145621430165452,-3901.643218055119,1106.1875,1060.13400390625,-4176.439578194311,9693628.8,9693628.8
2020-11-17,1144.75,1145.0,1112.6500244140625,1123.699951171875,12813968.0,1,0,0,47,2020,1062.946185629699,894.1479745199352,56.631447099115526,31.23164672700631,-3650.4076925990666,1105.4974975585938,1064.1070031738282,-3901.643218055119,9811888.4,9811888.4
2020-11-18,1128.5,1132.699951171875,1101.449951171875,1110.550048828125,9839468.0,2,0,0,47,2020,1064.813003794343,896.3012289906635,53.12718296758198,31.23295767507729,-3417.117561818446,1103.6075012207032,1067.5320043945312,-3650.4076925990666,9313290.15,9313290.15
2020-11-19,1100.0,1114.699951171875,1093.800048828125,1096.75,10092343.0,3,0,0,47,2020,1066.0654350180944,898.2957441250848,49.654683625902436,30.4948822942682,-3200.49101180787,1101.992498779297,1070.9120043945313,-3417.117561818446,9254340.55,9254340.55
2020-11-20,1106.0,1109.0,1091.0999755859375,1103.3499755859375,8063554.0,4,0,1,47,2020,1067.5275738638923,900.3360847366356,51.294334025173576,29.59524958853922,-2999.3377867980494,1101.0349975585937,1074.1780041503907,-3200.49101180787,9204025.15,9204025.15
2020-11-23,1105.0,1144.800048828125,1101.949951171875,1139.8499755859375,10546363.0,0,1,0,48,2020,1070.3637464804433,902.7193075311561,59.206850702719606,30.542024450518564,-2553.7426033206034,1102.4049987792969,1078.0610034179688,-2999.3377867980494,9415874.9,9415874.9
2020-11-24,1145.0,1154.9000244140625,1133.3499755859375,1140.050048828125,8515426.0,1,0,0,48,2020,1073.0965426509406,905.0808074445588,59.24593361606829,29.89974047749045,-2417.791561625838,1104.8650024414062,1081.29400390625,-2553.7426033206034,9333022.25,9333022.25
2020-11-25,1137.0,1143.5,1111.25,1115.6500244140625,8958701.0,2,0,0,48,2020,1074.7653066416513,907.1760235338077,52.6242077157861,30.067616157669704,-2291.5513086235555,1106.820001220703,1083.9580041503907,-2417.791561625838,9400537.7,9400537.7
2020-11-26,1119.949951171875,1119.949951171875,1098.300048828125,1113.199951171875,10962256.0,3,0,0,48,2020,1076.2725476036208,909.2260128635397,51.995781560300784,29.466350885246868,-2174.3282165500077,1108.7375,1086.187003173828,-2291.5513086235555,9601869.7,9601869.7
2020-11-27,1118.0,1121.0,1091.0,1100.0,25306145.0,4,0,1,48,2020,1077.2030359328908,911.1242614917633,48.62662820679756,29.504468679157807,-2068.2194275020697,1110.707501220703,1087.967003173828,-2174.3282165500077,10427157.65,10427157.65
2020-12-01,1105.050048828125,1140.25,1105.050048828125,1137.8499755859375,8933802.0,1,0,0,49,2020,1079.5813472918337,913.3802387464317,57.19215366123615,30.272006630646537,3927.082259084906,1113.9849975585937,1090.6810021972656,-2068.2194275020697,10514691.8,10514691.8
2020-12-02,1134.0,1147.449951171875,1121.0,1140.9000244140625,6741637.0,2,0,0,49,2020,1081.986001296627,915.6441172107864,57.80271086899472,29.999002669305714,3576.0618266879146,1117.9024963378906,1093.3010021972657,3927.082259084906,10491534.55,10491534.55
2020-12-03,1147.0,1147.0,1122.699951171875,1126.449951171875,16212632.0,3,0,0,49,2020,1083.7296856054602,917.7416876979614,53.88174909368952,29.591934537792806,3256.7023833294,1119.5274963378906,1095.6800012207032,3576.0618266879146,10517031.65,10517031.65
2020-12-04,1125.0,1137.0,1115.0,1134.6500244140625,10564055.0,4,0,1,49,2020,1085.72656163717,919.8999796055843,55.71748030811084,29.049653499379037,2960.1543287822083,1121.0599975585938,1097.9780017089843,3256.7023833294,10566789.9,10566789.9
2020-12-07,1147.300048828125,1153.0,1136.0,1143.5,7792141.0,0,1,0,50,2020,1087.9921866710065,922.1248554304045,57.67558648864214,28.28539079127607,2718.7619032067955,1122.5974975585937,1101.340001220703,2960.1543287822083,10516040.6,10516040.6
2020-12-08,1145.0,1167.0,1145.0,1153.3499755859375,12308330.0,1,0,0,50,2020,1090.55523721669,924.4256028946387,59.80590216800359,27.943577163327777,2466.678815021925,1123.4374938964843,1104.1780004882812,2718.7619032067955,10623441.1,10623441.1
2020-12-09,1168.050048828125,1179.5,1157.0,1175.199951171875,10039346.0,2,0,0,50,2020,1093.8746377639523,926.9208700416759,64.12014139488547,27.815466252665974,2061.9880220383084,1127.6449890136719,1107.4739990234375,2466.678815021925,10344264.95,10344264.95
2020-12-10,1157.4000244140625,1171.6500244140625,1150.0,1167.75,9488782.0,3,0,0,50,2020,1096.7717107928167,929.317179792505,61.688856716595595,27.62864374689519,1686.203714267807,1129.907489013672,1110.6489990234375,2061.9880220383084,10192964.05,10192964.05
2020-12-11,1159.699951171875,1171.949951171875,1155.25,1163.199951171875,10574009.0,4,0,1,50,2020,1099.3767398272896,931.6443715475237,60.18779992184919,26.84802284867946,1461.445858125087,1132.1799865722655,1113.747998046875,1686.203714267807,10262615.7,10262615.7
2020-12-14,1169.4000244140625,1172.5999755859375,1148.199951171875,1164.550048828125,6728187.0,0,1,0,51,2020,1101.932555866538,933.9618409732014,60.49496838609061,26.673165817635393,1243.7304264174472,1134.197491455078,1116.6859985351562,1461.445858125087,10280864.45,10280864.45
2020-12-15,1156.0,1163.699951171875,1152.0,1154.5999755859375,6905926.0,1,0,0,51,2020,1103.997944875142,936.1572452977063,57.004260235361855,25.66437174695608,1077.3841312571665,1135.2549926757813,1118.8039990234374,1243.7304264174472,10569353.55,10569353.55
2020-12-16,1160.0,1168.9000244140625,1153.5999755859375,1165.699951171875,7788404.0,2,0,0,51,2020,1106.4176313965825,938.4412523213299,59.791609582042305,24.924062967039575,839.2426082504805,1137.3549926757812,1121.002998046875,1077.3841312571665,10318075.35,10318075.35
2020-12-17,1165.9000244140625,1168.9000244140625,1156.199951171875,1159.199951171875,6658153.0,3,0,0,51,2020,1108.4875262897312,940.637856289992,57.443164798940415,24.050920843835854,671.6203819802994,1139.7874877929687,1122.85599609375,839.2426082504805,10159009.6,10159009.6
2020-12-18,1182.8499755859375,1195.0,1175.5999755859375,1189.800048828125,15995676.0,4,0,1,51,2020,1111.6762526637858,943.1170820863914,64.51020739999149,24.89014427128508,672.4627017084917,1144.439990234375,1124.777998046875,671.6203819802994,10454176.25,10454176.25
2020-12-21,1188.0,1209.75,1152.050048828125,1177.300048828125,10858352.0,0,1,0,52,2020,1114.249734866309,945.447260859941,60.118358560462816,27.233701907041507,654.3505874795362,1148.1374938964843,1126.187998046875,672.4627017084917,10593916.15,10593916.15
2020-12-22,1182.0,1223.8499755859375,1176.0999755859375,1220.5,10901851.0,1,0,0,52,2020,1118.4164119303753,948.184104035464,68.1807934133744,28.699151770824255,782.2769514147591,1152.1699951171875,1127.9559985351561,654.3505874795362,10611690.55,10611690.55
2020-12-23,1238.0,1258.8499755859375,1230.550048828125,1253.050048828125,15878346.0,2,0,0,52,2020,1123.6961623969537,951.2175960234507,72.66482021929315,29.38849632904663,697.9228268209919,1157.8199951171875,1129.8609985351563,782.2769514147591,10979836.55,10979836.55
2020-12-24,1249.9000244140625,1249.9000244140625,1226.0,1236.050048828125,7313885.0,3,0,0,52,2020,1128.1021971589603,954.0517497827012,67.32829653958913,29.221464364695088,619.5939968410652,1163.8399963378906,1131.8419995117188,697.9228268209919,10897595.75,10897595.75
2020-12-28,1238.449951171875,1248.0,1236.0,1240.300048828125,4607051.0,0,1,0,53,2020,1132.5021129106922,956.8999915642478,67.96176859775638,27.991359767216867,550.961372948665,1170.195001220703,1134.4830004882813,619.5939968410652,10579835.5,10579835.5
2020-12-29,1235.0,1254.449951171875,1235.0,1250.300048828125,6878105.0,1,0,0,53,2020,1137.1216398094152,959.8193951191123,69.46211122020242,27.381259153263876,482.37373923119264,1177.7100036621093,1136.9390014648438,550.961372948665,9658433.5,9658433.5
2020-12-30,1253.0,1253.300048828125,1238.1500244140625,1246.800048828125,5194690.0,2,0,0,53,2020,1141.4227538885802,962.6749240117393,68.25728707068808,26.507599529035208,420.34147927236097,1183.1575073242188,1139.357001953125,482.37373923119264,9471477.9,9471477.9
2020-12-31,1243.0,1258.4000244140625,1239.0,1255.800048828125,7430470.0,3,0,0,53,2020,1145.9081380038565,965.5915919203601,69.71208991250457,25.999915592251444,357.5187247065328,1188.9025085449218,1141.7230029296875,420.34147927236097,9505919.55,9505919.55
2021-01-01,1257.9000244140625,1265.5,1255.800048828125,1260.449951171875,4253550.0,4,0,1,53,2021,1150.399973814367,968.5255059427633,70.46523665241169,24.83563241936741,308.10877396265676,1195.6025085449219,1143.9650024414063,357.5187247065328,8907965.45,8907965.45
2021-01-04,1269.0,1290.0,1261.1500244140625,1288.25,7208454.0,0,1,0,1,2021,1155.8058571941958,971.7068441920891,74.54123529309804,25.172376448564382,224.87081233309007,1203.2825073242188,1147.1490014648436,308.10877396265676,8740185.4,8740185.4
2021-01-05,1282.0,1299.0,1275.050048828125,1293.800048828125,8145280.0,1,0,0,1,2021,1161.2173941210165,974.9117517009054,75.27486209027802,25.085060357372285,170.50791561686236,1210.797509765625,1150.5750024414062,224.87081233309007,8757842.35,8757842.35
2021-01-06,1300.0,1302.0,1268.050048828125,1282.0999755859375,7161715.0,2,0,0,1,2021,1165.9578875117977,977.9683509435425,70.65272086979844,25.71826684412248,115.06087225450645,1217.235009765625,1153.9680029296876,170.50791561686236,8500511.6,8500511.6
