Date,Open,High,Low,Close,Volume,weekday,is_monday,is_friday,week,year,sma_20,sma_50,ema_50,ema_200,rsi,atr,adx,adx_prev,avg_volume_20
2020-03-12,102.0,103.4749984741211,98.75,99.5500030517578,10764010.0,3,0,0,11,2020,116.16750030517578,120.6370002746582,118.54355647140063,122.30606763866099,19.723126932191988,3.510550275681577,-212.20964877454483,-185.14848741134224,7598164.4
2020-03-13,99.5,102.2249984741211,84.625,98.6999969482422,13043196.0,4,0,1,11,2020,114.99125022888184,120.13400024414062,117.7653776665709,122.07118136313443,19.10622788140533,4.516939432712971,-237.33787004037578,-212.20964877454483,7908384.2
2020-03-16,96.9749984741211,96.9749984741211,89.2750015258789,89.875,11201148.0,0,1,0,12,2020,113.39125022888183,119.44850021362305,116.67163736592107,121.75082134957091,14.155739063219968,4.867514860545137,-234.03071326224128,-237.33787004037578,8226946.1
2020-03-17,89.2750015258789,92.7750015258789,85.375,86.55000305175781,12175374.0,1,0,0,12,2020,111.64625053405761,118.66850021362305,115.49039680458134,121.40056445108522,12.809094643768688,5.048406765211835,-230.95978196825925,-234.03071326224128,8654735.5
2020-03-18,88.3499984741211,89.25,84.25,84.9749984741211,12733198.0,2,0,0,12,2020,109.80000038146973,117.84650024414063,114.2937145171123,121.03812100852836,12.216259567344594,5.044949139125276,-228.10820290956167,-230.95978196825925,9189617.6
2020-03-19,82.5,85.67500305175781,79.69999694824219,81.17500305175781,11980172.0,3,0,0,12,2020,107.75750045776367,116.91800033569336,112.99494151847095,120.64147306866,10.904896517867158,5.111381779438872,-225.4603080693425,-228.10820290956167,9663362.5
2020-03-20,81.55000305175781,92.9000015258789,81.25,89.5999984741211,20319490.0,4,0,1,12,2020,106.04750022888183,116.1620002746582,112.07749277163371,120.3326026746845,29.081592676250295,5.583782971916174,-171.63538094901725,-225.4603080693425,10500798.6
2020-03-23,82.5,88.5,82.5,85.07499694824219,10720786.0,0,1,0,13,2020,104.15875015258788,115.3270002746582,111.01857136679483,119.98178072715771,26.012076835457307,5.692084079216525,-83.38012622801462,-171.63538094901725,10824757.2
2020-03-24,84.25,90.875,84.0250015258789,88.17500305175781,12061562.0,1,0,0,13,2020,102.46250038146972,114.57300033569337,110.12274515836201,119.66529537715374,31.357399455952475,5.774792250281138,-45.20463287268349,-83.38012622801462,11075637.8
2020-03-25,88.69999694824219,94.0,85.0999984741211,87.32499694824219,13456292.0,2,0,0,13,2020,100.72625007629395,113.77150024414063,109.2287158167887,119.34350136293573,30.702416759464228,5.9980214842524076,-21.640856358031506,-45.20463287268349,11495473.8
2020-03-26,88.4749984741211,93.4000015258789,86.25,91.3000030517578,10247690.0,3,0,0,13,2020,99.29375038146972,113.02550018310546,108.52562904168946,119.0644615787449,37.29825305750571,6.080305772940015,6.594358939867011,-21.640856358031506,11608438.9
2020-03-27,91.5749969482422,94.75,90.75,91.75,13535120.0,4,0,1,13,2020,98.09125022888183,112.37800018310547,107.867761236133,118.7926758913942,38.017498847914155,5.9317125034443,1328.303370043385,6.594358939867011,11798513.5
2020-03-30,90.5500030517578,93.6999969482422,89.67500305175781,92.0749969482422,7334804.0,0,1,0,14,2020,97.15875015258788,111.71500015258789,107.2484371464118,118.52682833972105,38.565603742322516,5.795518317232878,2555.6045946395056,1328.303370043385,11601522.8
2020-03-31,93.5,99.9000015258789,92.8249969482422,98.3499984741211,10615252.0,1,0,0,14,2020,96.55625,111.17100006103516,106.89947876710629,118.32606386344644,48.107197922950256,5.940481621547437,2401.351123088863,2555.6045946395056,11555667.9
2020-04-01,97.8499984741211,97.8499984741211,93.5,94.75,9875668.0,2,0,0,14,2020,95.70125007629395,110.58600006103515,106.42302861937664,118.09147616331265,43.89509916216056,5.862589968159841,2262.73631302619,2401.351123088863,11532140.0
2020-04-03,94.0,94.8000030517578,88.875,90.0,13147474.0,4,0,1,14,2020,94.47999992370606,109.915,105.77898828136188,117.8119589875583,39.03824815650238,5.867048045559695,2134.0225608251367,2262.73631302619,11737695.9
2020-04-07,94.125,96.3499984741211,91.5250015258789,95.9499969482422,9562862.0,1,0,0,15,2020,93.53499984741211,109.37549987792968,105.39353764084737,117.5944270269681,46.95569770144945,5.9015445047426525,2073.0410843725595,2134.0225608251367,11918761.2
2020-04-08,95.75,100.0,94.4000015258789,96.4499969482422,10275308.0,2,0,0,15,2020,92.76874961853028,108.81749984741211,105.04281055486287,117.38403468787631,47.57190927760637,5.880005502555398,1958.7222371098894,2073.0410843725595,12139098.3
2020-04-09,99.1999969482422,101.4749984741211,97.5250015258789,98.3499984741211,6930346.0,3,0,0,15,2020,92.32624969482421,108.30849975585937,104.78034733601025,117.19464129271458,49.95123084580329,5.818933789935648,1922.4972493166736,1958.7222371098894,11612504.2
2020-04-13,99.0,99.0,91.4499969482422,94.5999984741211,12384376.0,0,1,0,16,2020,91.72874946594239,107.74699966430664,104.38111796887735,116.96981897611165,45.55678452548961,5.942581594351516,1888.8597606515445,1922.4972493166736,11618206.4
2020-04-15,95.0250015258789,96.8000030517578,92.9000015258789,93.2750015258789,22652006.0,2,0,0,16,2020,91.41499938964844,107.17199966430664,103.94558399072055,116.73404964824866,44.08114877895875,5.796683018032043,3133.871160665898,1888.8597606515445,12212606.2
2020-04-16,90.0,94.875,90.0,93.9250030517578,43380846.0,3,0,0,16,2020,91.17624969482422,106.5829997253418,103.55262003232986,116.50709396072139,45.021953716652256,5.73084851674404,4289.9531749649595,3133.871160665898,13729488.7
2020-04-17,96.25,96.875,92.7750015258789,93.5,13212894.0,4,0,1,16,2020,91.35749969482421,106.04599975585937,103.15839963890517,116.27816765265452,44.4948291625483,5.6143592279852585,3919.907213810945,4289.9531749649595,13830076.0
2020-04-20,94.5,94.5,90.0749969482422,90.5500030517578,16203026.0,0,1,0,17,2020,91.55749969482422,105.48899978637695,102.663952713919,116.02216601483465,40.91406482187742,5.529405215397583,3576.2931070250743,3919.907213810945,14031458.6
2020-04-21,89.5,89.94999694824219,86.9000015258789,89.0250015258789,18086618.0,1,0,0,17,2020,91.7599998474121,104.8954998779297,102.12909188301548,115.75353751245699,39.159626395292634,5.395162094717677,3257.222865009623,3576.2931070250743,14299129.6
2020-04-22,88.5,89.75,87.5250015258789,89.2750015258789,10621898.0,2,0,0,17,2020,92.16499977111816,104.27849990844726,101.6250099082258,115.49006949269005,39.61675287530292,5.168721836103636,2973.733218315288,3257.222865009623,14231215.9
2020-04-23,89.69999694824219,91.3000030517578,88.55000305175781,90.4499969482422,11104460.0,3,0,0,17,2020,92.20749969482422,103.6649998474121,101.18677410587351,115.24091454199903,41.82899139702568,4.995955990667661,2621.7651895185386,2973.733218315288,13770464.4
2020-04-24,89.9749984741211,90.4000015258789,88.57499694824219,88.875,9282278.0,4,0,1,17,2020,92.3974998474121,103.00599990844727,100.70395943505494,114.97856713362094,39.7279258386818,4.773030562762829,2298.3658968363334,2621.7651895185386,13698539.0
2020-04-27,90.0,91.4499969482422,87.75,91.0250015258789,18283250.0,0,1,0,18,2020,92.53999977111816,102.38699996948242,100.32439245822451,114.7402231972255,43.87251536737454,4.696385304582784,2977.8320174677724,2298.3658968363334,14009623.4
2020-04-28,91.0500030517578,91.4749984741211,89.0,89.8499984741211,13329834.0,1,0,0,18,2020,92.6662498474121,101.775,99.9136319098283,114.49255926963242,42.16599056272437,4.537714816692663,2648.4531689642845,2977.8320174677724,14003300.5
2020-04-29,90.05000305175781,91.2249984741211,89.69999694824219,90.3249969482422,10060582.0,2,0,0,18,2020,92.61749954223633,101.16899993896484,99.53760700937394,114.25208601270317,43.129039893757586,4.322521010205966,2386.964277606865,2648.4531689642845,13993945.1
2020-04-30,92.5,96.3000030517578,91.7750015258789,95.4749984741211,17667854.0,3,0,0,18,2020,92.80374946594239,100.63399993896485,99.37828902759932,114.06524932077699,52.38655919228145,4.440555659728082,2260.3567245465865,2386.964277606865,14200581.8
2020-05-04,92.25,95.6500015258789,91.5250015258789,95.0250015258789,17140740.0,0,1,0,19,2020,92.95124969482421,100.09699996948243,99.20757187066911,113.8757941188377,51.59622837539872,4.418015969747504,2142.792568133471,2260.3567245465865,14690878.6
2020-05-05,95.7249984741211,97.0,91.0999984741211,92.0999984741211,13864778.0,1,0,0,19,2020,92.63874969482421,99.51,98.92884350217705,113.65911953530819,46.66780657910561,4.523872080899747,2022.2008779385483,2142.792568133471,14853354.9
2020-05-06,92.8499984741211,94.0,90.5,93.5250015258789,10885580.0,2,0,0,19,2020,92.57749977111817,98.9425,98.71692813055752,113.4587800526273,49.212976757340584,4.45073836083548,1910.2228799004058,2022.2008779385483,14903850.5
2020-05-07,92.0,92.6999969482422,90.5999984741211,92.0500030517578,11402138.0,3,0,0,19,2020,92.67999992370605,98.34300003051757,98.45548008825165,113.24575739590225,46.72722458927034,4.341757267329933,1807.3302369376534,1910.2228799004058,14816583.7
